                 sim	               state	              dist_x	                time	                step	                 Day	        IC_Cl_(mg/l)	             NO3_0.0	             NO3_0.1	            NO3_0.25	             NO3_0.5	             NO3_1.0	
                   3	              transp	             2.49373	             41.5541	                  15	  4.155410920197e+01	  2.764545926530e+03	  1.019922265518e-01	  8.577712701427e-02	  6.620324212041e-02	  4.297217485987e-02	  1.805481420414e-02	
                   3	              transp	             2.49373	             41.9773	                  16	  4.197732075127e+01	  2.764545787384e+03	  1.019927704928e-01	  8.562645551430e-02	  6.591283400337e-02	  4.259575190282e-02	  1.773926275535e-02	
                   3	              transp	             2.49373	             42.4005	                  17	  4.240053230057e+01	  2.764545439784e+03	  1.019941293122e-01	  8.547673250710e-02	  6.562422588863e-02	  4.222296601516e-02	  1.742936772970e-02	
                   3	              transp	             2.49373	             42.8237	                  18	  4.282374384987e+01	  2.764544640628e+03	  1.019972533784e-01	  8.532875055085e-02	  6.533801716374e-02	  4.185417359904e-02	  1.712518895954e-02	
                   3	              transp	             2.49373	              43.247	                  19	  4.324695539917e+01	  2.764542932888e+03	  1.020039295735e-01	  8.518399753160e-02	  6.505533478112e-02	  4.149006454695e-02	  1.682692168269e-02	
                   3	              transp	             2.49373	             43.6702	                  20	  4.367016694847e+01	  2.764539512286e+03	  1.020173026890e-01	  8.504508818463e-02	  6.477815881840e-02	  4.113186658779e-02	  1.653497893410e-02	
                   3	              transp	             2.49373	             44.0934	                  21	  4.409337849777e+01	  2.764533043882e+03	  1.020425914801e-01	  8.491635617427e-02	  6.450976896942e-02	  4.078162620550e-02	  1.625010731886e-02	
                   3	              transp	             2.49373	             44.5166	                  22	  4.451659004707e+01	  2.764521424307e+03	  1.020880192093e-01	  8.480462361548e-02	  6.425532571038e-02	  4.044257677655e-02	  1.597354412670e-02	
                   3	              transp	             2.49373	             44.9398	                  23	  4.493980159637e+01	  2.764501489944e+03	  1.021659543302e-01	  8.472014560277e-02	  6.402258628714e-02	  4.011959743861e-02	  1.570722271354e-02	
                   3	              transp	             2.49373	              45.363	                  24	  4.536301314567e+01	  2.764468676756e+03	  1.022942403997e-01	  8.467771452055e-02	  6.382274718930e-02	  3.981976233454e-02	  1.545403301271e-02	
                   3	              transp	             2.49373	             45.7862	                  25	  4.578622469497e+01	  2.764416642875e+03	  1.024976715742e-01	  8.469789083893e-02	  6.367139199397e-02	  3.955297271615e-02	  1.521814159851e-02	
                   4	              transp	             2.49373	             45.7862	                   0	  4.578622469497e+01	  2.764416642875e+03	  1.024976715742e-01	  8.469789083893e-02	  6.367139199397e-02	  3.955297271615e-02	  1.521814159851e-02	
                   4	              transp	             2.49373	             59.4529	                   1	  5.945289136163e+01	  2.764416638887e+03	  1.024976871657e-01	  8.000954605824e-02	  5.523529647814e-02	  2.976622286900e-02	  8.610973714259e-03	
                   5	              transp	             2.49373	             59.4529	                   0	  5.945289136163e+01	  2.764416638887e+03	  1.024976871657e-01	  8.000954605824e-02	  5.523529647814e-02	  2.976622286900e-02	  8.610973714259e-03	
                   5	              transp	             2.49373	             59.8761	                   1	  5.987610291093e+01	  2.764336864163e+03	  1.028095736697e-01	  8.011386033866e-02	  5.516426933749e-02	  2.960042347862e-02	  8.490582012469e-03	
                   5	              transp	             2.49373	             60.2993	                   2	  6.029931446023e+01	  2.764218254792e+03	  1.032732877321e-01	  8.033747076698e-02	  5.517732790932e-02	  2.948292189832e-02	  8.387751965620e-03	
                   5	              transp	             2.49373	             60.7225	                   3	  6.072252600953e+01	  2.764046758923e+03	  1.039437663335e-01	  8.072356542831e-02	  5.530478812022e-02	  2.943083292983e-02	  8.308416950562e-03	
                   5	              transp	             2.49373	             61.1457	                   4	  6.114573755883e+01	  2.763805030165e+03	  1.048888267570e-01	  8.132556530187e-02	  5.558430292689e-02	  2.946562541313e-02	  8.260248223749e-03	
                   5	              transp	             2.49373	             61.5689	                   5	  6.156894910813e+01	  2.763472152704e+03	  1.061902412559e-01	  8.220803618667e-02	  5.606159092045e-02	  2.961364354537e-02	  8.252938258497e-03	
                   5	              transp	             2.49373	             61.9922	                   6	  6.199216065743e+01	  2.763023447202e+03	  1.079444959378e-01	  8.344736508093e-02	  5.679101367850e-02	  2.990655614323e-02	  8.298465284496e-03	
                   5	              transp	             2.49373	             62.4154	                   7	  6.241537220673e+01	  2.762430371298e+03	  1.102631797357e-01	  8.513215458412e-02	  5.783596377985e-02	  3.038170482200e-02	  8.411320716816e-03	
                   5	              transp	             2.49373	             62.8386	                   8	  6.283858375603e+01	  2.761660523844e+03	  1.132729678626e-01	  8.736330206218e-02	  5.926903299220e-02	  3.108232464216e-02	  8.608681082103e-03	
                   5	              transp	             2.49373	             63.2618	                   9	  6.326179530533e+01	  2.760677756923e+03	  1.171151838598e-01	  9.025374495775e-02	  6.117193959288e-02	  3.205761556985e-02	  8.910507990964e-03	
                   5	              transp	             2.49373	              63.685	                  10	  6.368500685463e+01	  2.759442394743e+03	  1.219449438229e-01	  9.392786866424e-02	  6.363520427772e-02	  3.336264944184e-02	  9.339563097616e-03	
                   5	              transp	             2.49373	             64.1082	                  11	  6.410821840393e+01	  2.757911553886e+03	  1.279299043429e-01	  9.852058780322e-02	  6.675757490630e-02	  3.505810449676e-02	  9.921329458079e-03	
                   5	              transp	             2.49373	             64.5314	                  12	  6.453142995323e+01	  2.756039555456e+03	  1.352486511858e-01	  1.041761247416e-01	  7.064521073974e-02	  3.720982735408e-02	  1.068383579227e-02	
                   5	              transp	             2.49373	             64.9546	                  13	  6.495464150253e+01	  2.753778416472e+03	  1.440887781455e-01	  1.110465201540e-01	  7.541064625538e-02	  3.988823001631e-02	  1.165738539916e-02	
                   5	              transp	             2.49373	             65.3779	                  14	  6.537785305183e+01	  2.751078405558e+03	  1.546447145275e-01	  1.192899189964e-01	  8.117156260810e-02	  4.316753652411e-02	  1.287419643234e-02	
                   5	              transp	             2.49373	             65.8011	                  15	  6.580106460113e+01	  2.747888646541e+03	  1.671153653154e-01	  1.290686812257e-01	  8.804940103925e-02	  4.712489989982e-02	  1.436796456415e-02	
                   5	              transp	             2.49373	             66.2243	                  16	  6.622427615043e+01	  2.744157752985e+03	  1.817016304284e-01	  1.405473699969e-01	  9.616785685049e-02	  5.183941469625e-02	  1.617336250829e-02	
                   5	              transp	             2.49373	             66.6475	                  17	  6.664748769973e+01	  2.739834476793e+03	  1.986038689154e-01	  1.538906710424e-01	  1.056512949545e-01	  5.739105369433e-02	  1.832549332650e-02	
                   5	              transp	             2.49373	             67.0707	                  18	  6.707069924903e+01	  2.734868354845e+03	  2.180193709121e-01	  1.692612957745e-01	  1.166231286126e-01	  6.385955909001e-02	  2.085931594916e-02	
                   5	              transp	             2.49373	             67.4939	                  19	  6.749391079833e+01	  2.729210338835e+03	  2.401398951831e-01	  1.868179177111e-01	  1.292042020147e-01	  7.132331904200e-02	  2.380906206762e-02	
                   6	              transp	             2.49373	             67.4939	                   0	  6.749391079833e+01	  2.729210338835e+03	  2.401398951831e-01	  1.868179177111e-01	  1.292042020147e-01	  7.132331904200e-02	  2.380906206762e-02	
                   6	              transp	             2.49373	             82.1106	                   1	  8.211057746500e+01	  2.729210065065e+03	  2.401409655117e-01	  1.757804635178e-01	  1.109839745606e-01	  5.262558042757e-02	  1.294925901821e-02	
                   7	              transp	             2.49373	             82.1106	                   0	  8.211057746500e+01	  2.729210065065e+03	  2.401409655117e-01	  1.757804635178e-01	  1.109839745606e-01	  5.262558042757e-02	  1.294925901821e-02	
                   7	              transp	             2.49373	             82.5338	                   1	  8.253378901430e+01	  2.722813098710e+03	  2.651504828529e-01	  1.945002769326e-01	  1.232734176889e-01	  5.892304040711e-02	  1.479768552888e-02	
                   7	              transp	             2.49373	              82.957	                   2	  8.295700056360e+01	  2.715632745163e+03	  2.932227231242e-01	  2.155567646386e-01	  1.371407990543e-01	  6.606428241658e-02	  1.690714219361e-02	
                   7	              transp	             2.49373	             83.3802	                   3	  8.338021211290e+01	  2.707627626687e+03	  3.245194563234e-01	  2.390770988202e-01	  1.526754767894e-01	  7.409939679293e-02	  1.929326844152e-02	
                   7	              transp	             2.49373	             83.8034	                   4	  8.380342366220e+01	  2.698759898589e+03	  3.591886396937e-01	  2.651779740652e-01	  1.699596958064e-01	  8.307448368592e-02	  2.197020118900e-02	
                   7	              transp	             2.49373	             84.2266	                   5	  8.422663521150e+01	  2.688995637752e+03	  3.973628987234e-01	  2.939643557488e-01	  1.890676508977e-01	  9.303108388870e-02	  2.495038942655e-02	
                   7	              transp	             2.49373	             84.6498	                   6	  8.464984676080e+01	  2.678305165535e+03	  4.391582647325e-01	  3.255284334006e-01	  2.100647025744e-01	  1.040057117834e-01	  2.824446189945e-02	
                   7	              transp	             2.49373	             85.0731	                   7	  8.507305831010e+01	  2.666663303692e+03	  4.846731743550e-01	  3.599487879277e-01	  2.330067569922e-01	  1.160295015569e-01	  3.186115424201e-02	
                   7	              transp	             2.49373	             85.4963	                   8	  8.549626985940e+01	  2.654049563517e+03	  5.339877300289e-01	  3.972897759228e-01	  2.579398161058e-01	  1.291279731563e-01	  3.580729850346e-02	
                   7	              transp	             2.49373	             85.9195	                   9	  8.591948140870e+01	  2.640448269844e+03	  5.871632152306e-01	  4.376011290021e-01	  2.848996990690e-01	  1.433209197544e-01	  4.008787454929e-02	
                   7	              transp	             2.49373	             86.3427	                  10	  8.634269295800e+01	  2.625848622639e+03	  6.442418536728e-01	  4.809177612313e-01	  3.139119307460e-01	  1.586224134832e-01	  4.470611908487e-02	
                   7	              transp	             2.49373	             86.7659	                  11	  8.676590450730e+01	  2.610244699882e+03	  7.052467980196e-01	  5.272597733451e-01	  3.449917883028e-01	  1.750409212727e-01	  4.966368443332e-02	
                   7	              transp	             2.49373	             87.1891	                  12	  8.718911605660e+01	  2.593635406177e+03	  7.701823308261e-01	  5.766326387642e-01	  3.781444924915e-01	  1.925795182117e-01	  5.496083611961e-02	
                   7	              transp	             2.49373	             87.6123	                  13	  8.761232760590e+01	  2.576024372020e+03	  8.390342583383e-01	  6.290275534931e-01	  4.133655266886e-01	  2.112361823064e-01	  6.059667610587e-02	
                   7	              transp	             2.49373	             88.0355	                  14	  8.803553915520e+01	  2.557419809049e+03	  9.117704764142e-01	  6.844219298838e-01	  4.506410641982e-01	  2.310041521236e-01	  6.656937740112e-02	
                   7	              transp	             2.49373	             88.4588	                  15	  8.845875070450e+01	  2.537834326760e+03	  9.883416870842e-01	  7.427800130187e-01	  4.899484828772e-01	  2.518723276847e-01	  7.287641579873e-02	
                   7	              transp	             2.49373	              88.882	                  16	  8.888196225380e+01	  2.517284716246e+03	  1.068682244062e+00	  8.040535980503e-01	  5.312569457817e-01	  2.738256951491e-01	  7.951478561068e-02	
                   7	              transp	             2.49373	             89.3052	                  17	  8.930517380310e+01	  2.495791706419e+03	  1.152711105786e+00	  8.681828271762e-01	  5.745280272056e-01	  2.968457571501e-01	  8.648118831899e-02	
                   7	              transp	             2.49373	             89.7284	                  18	  8.972838535240e+01	  2.473379698060e+03	  1.240332875208e+00	  9.350970459244e-01	  6.197163650411e-01	  3.209109529897e-01	  9.377218587249e-02	
                   7	              transp	             2.49373	             90.1516	                  19	  9.015159690170e+01	  2.450076480735e+03	  1.331438906504e+00	  1.004715699962e+00	  6.667703227080e-01	  3.459970560611e-01	  1.013843137726e-01	
                   7	              transp	             2.49373	             90.5748	                  20	  9.057480845100e+01	  2.425912937373e+03	  1.425908460071e+00	  1.076949255629e+00	  7.156326468196e-01	  3.720775396980e-01	  1.093141529866e-01	
                   7	              transp	             2.49373	              90.998	                  21	  9.099802000030e+01	  2.400922740906e+03	  1.523609888525e+00	  1.151700129706e+00	  7.662411101209e-01	  3.991239069478e-01	  1.175583639420e-01	
                   7	              transp	             2.49373	             91.4212	                  22	  9.142123154960e+01	  2.375142047030e+03	  1.624401837923e+00	  1.228863616438e+00	  8.185291328462e-01	  4.271059842663e-01	  1.261136901055e-01	
                   7	              transp	             2.49373	             91.8444	                  23	  9.184444309890e+01	  2.348609186697e+03	  1.728134449943e+00	  1.308328802400e+00	  8.724263792222e-01	  4.559921834323e-01	  1.349769424650e-01	
                   7	              transp	             2.49373	             92.2677	                  24	  9.226765464820e+01	  2.321364361623e+03	  1.834650552374e+00	  1.389979462193e+00	  9.278593290549e-01	  4.857497396027e-01	  1.441449790209e-01	
                   7	              transp	             2.49373	             92.6909	                  25	  9.269086619750e+01	  2.293449345602e+03	  1.943786826795e+00	  1.473694930089e+00	  9.847518268328e-01	  5.163449358405e-01	  1.536146945505e-01	
                   8	              transp	             2.49373	             92.6909	                   0	  9.269086619750e+01	  2.293449345602e+03	  1.943786826795e+00	  1.473694930089e+00	  9.847518268328e-01	  5.163449358405e-01	  1.536146945505e-01	
                   8	              transp	             2.49373	             106.358	                   1	  1.063575328642e+02	  2.293448777904e+03	  1.943789046262e+00	  1.392121935186e+00	  8.542789136094e-01	  3.885842432726e-01	  8.692091898625e-02	
                   9	              transp	             2.49373	             106.358	                   0	  1.063575328642e+02	  2.293448777904e+03	  1.943789046262e+00	  1.392121935186e+00	  8.542789136094e-01	  3.885842432726e-01	  8.692091898625e-02	
                   9	              transp	             2.49373	             106.781	                   1	  1.067807444135e+02	  2.264906644664e+03	  2.055377092047e+00	  1.473036510852e+00	  9.048317266230e-01	  4.122135984447e-01	  9.244820308655e-02	
                   9	              transp	             2.49373	             107.204	                   2	  1.072039559628e+02	  2.235781434323e+03	  2.169244730381e+00	  1.555664201364e+00	  9.565135405583e-01	  4.364211043704e-01	  9.814278539860e-02	
                   9	              transp	             2.49373	             107.627	                   3	  1.076271675121e+02	  2.206117937546e+03	  2.285216848116e+00	  1.639883110186e+00	  1.009254149315e+00	  4.611802741719e-01	  1.040031094554e-01	
                   9	              transp	             2.49373	              108.05	                   4	  1.080503790614e+02	  2.175961424142e+03	  2.403116458845e+00	  1.725570162416e+00	  1.062982835847e+00	  4.864646244965e-01	  1.100278024054e-01	
                   9	              transp	             2.49373	             108.474	                   5	  1.084735906107e+02	  2.145357403050e+03	  2.522765641266e+00	  1.812601781695e+00	  1.117628797290e+00	  5.122478930526e-01	  1.162157774205e-01	
                   9	              transp	             2.49373	             108.897	                   6	  1.088968021600e+02	  2.114351397624e+03	  2.643986417723e+00	  1.900854531186e+00	  1.173121557201e+00	  5.385042619606e-01	  1.225663472647e-01	
                   9	              transp	             2.49373	              109.32	                   7	  1.093200137093e+02	  2.082988736751e+03	  2.766601570833e+00	  1.990205716358e+00	  1.229391362839e+00	  5.652085843292e-01	  1.290793440131e-01	
                   9	              transp	             2.49373	             109.743	                   8	  1.097432252586e+02	  2.051314362114e+03	  2.890435397038e+00	  2.080533946348e+00	  1.286369561579e+00	  5.923366050550e-01	  1.357552346160e-01	
                   9	              transp	             2.49373	             110.166	                   9	  1.101664368079e+02	  2.019372651680e+03	  3.015314396665e+00	  2.171719650541e+00	  1.343988949652e+00	  6.198651657159e-01	  1.425952216686e-01	
                   9	              transp	             2.49373	              110.59	                  10	  1.105896483572e+02	  1.987207259361e+03	  3.141067900812e+00	  2.263645547173e+00	  1.402184086272e+00	  6.477723833632e-01	  1.496013194914e-01	
                   9	              transp	             2.49373	             111.013	                  11	  1.110128599065e+02	  1.954860970592e+03	  3.267528635954e+00	  2.356197061243e+00	  1.460891566691e+00	  6.760377939449e-01	  1.567763972906e-01	
                   9	              transp	             2.49373	             111.436	                  12	  1.114360714558e+02	  1.922375573490e+03	  3.394533227682e+00	  2.449262689693e+00	  1.520050248852e+00	  7.046424528314e-01	  1.641241834864e-01	
                   9	              transp	             2.49373	             111.859	                  13	  1.118592830051e+02	  1.889791745104e+03	  3.521922645396e+00	  2.542734312750e+00	  1.579601429814e+00	  7.335689872143e-01	  1.716492279943e-01	
                   9	              transp	             2.49373	             112.282	                  14	  1.122824945544e+02	  1.857148952217e+03	  3.649542590147e+00	  2.636507451309e+00	  1.639488969987e+00	  7.628015977610e-01	  1.793568220298e-01	
                   9	              transp	             2.49373	             112.706	                  15	  1.127057061037e+02	  1.824485366054e+03	  3.777243828086e+00	  2.730481471316e+00	  1.699659365043e+00	  7.923260095717e-01	  1.872528776374e-01	
                   9	              transp	             2.49373	             113.129	                  16	  1.131289176530e+02	  1.791837790222e+03	  3.904882472190e+00	  2.824559737097e+00	  1.760061767289e+00	  8.221293749957e-01	  1.953437714456e-01	
                   9	              transp	             2.49373	             113.552	                  17	  1.135521292023e+02	  1.759241601154e+03	  4.032320215105e+00	  2.918649716501e+00	  1.820647959922e+00	  8.522001330809e-01	  2.036361590137e-01	
                   9	              transp	             2.49373	             113.975	                  18	  1.139753407516e+02	  1.726730700301e+03	  4.159424516045e+00	  3.012663041552e+00	  1.881372289060e+00	  8.825278322930e-01	  2.121367675822e-01	
                   9	              transp	             2.49373	             114.399	                  19	  1.143985523009e+02	  1.694337477310e+03	  4.286068744766e+00	  3.106515528941e+00	  1.942191559688e+00	  9.131029246794e-01	  2.208521761801e-01	
                   9	              transp	             2.49373	             114.822	                  20	  1.148217638502e+02	  1.662092783406e+03	  4.412132285615e+00	  3.200127165268e+00	  2.003064902681e+00	  9.439165409808e-01	  2.297885930478e-01	
                   9	              transp	             2.49373	             115.245	                  21	  1.152449753995e+02	  1.630025914211e+03	  4.537500604716e+00	  3.293422062451e+00	  2.063953621047e+00	  9.749602573899e-01	  2.389516413523e-01	
                   9	              transp	             2.49373	             115.668	                  22	  1.156681869488e+02	  1.598164601231e+03	  4.662065283244e+00	  3.386328389092e+00	  2.124821024333e+00	  1.006225865753e+00	  2.483461651774e-01	
                  10	              transp	             2.49373	             115.668	                   0	  1.156681869488e+02	  1.598164601231e+03	  4.662065283244e+00	  3.386328389092e+00	  2.124821024333e+00	  1.006225865753e+00	  2.483461651774e-01	
                  10	              transp	             2.49373	             132.085	                   1	  1.320848536154e+02	  1.598164507432e+03	  4.662065649959e+00	  3.162437606023e+00	  1.791323262981e+00	  7.151524287412e-01	  1.253097985128e-01	
                  11	              transp	             2.49373	             132.085	                   0	  1.320848536154e+02	  1.598164507432e+03	  4.662065649959e+00	  3.162437606024e+00	  1.791323262981e+00	  7.151524287412e-01	  1.253097985128e-01	
                  11	              transp	             2.49373	             132.508	                   1	  1.325080651647e+02	  1.566534946973e+03	  4.785724271089e+00	  3.248774986203e+00	  1.842589921591e+00	  7.375256127834e-01	  1.301688279487e-01	
                  11	              transp	             2.49373	             132.931	                   2	  1.329312767140e+02	  1.535161717113e+03	  4.908380744611e+00	  3.334626354767e+00	  1.893781258482e+00	  7.600446990953e-01	  1.351480561399e-01	
                  11	              transp	             2.49373	             133.354	                   3	  1.333544882633e+02	  1.504067881537e+03	  5.029944900963e+00	  3.419935473758e+00	  1.944870606657e+00	  7.827035017999e-01	  1.402483647293e-01	
                  11	              transp	             2.49373	             133.778	                   4	  1.337776998126e+02	  1.473274977869e+03	  5.150332536861e+00	  3.504649526345e+00	  1.995832490467e+00	  8.054955312491e-01	  1.454700734650e-01	
                  11	              transp	             2.49373	             134.201	                   5	  1.342009113619e+02	  1.442803041775e+03	  5.269465321065e+00	  3.588719026391e+00	  2.046642560079e+00	  8.284139803851e-01	  1.508129872688e-01	
                  11	              transp	             2.49373	             134.624	                   6	  1.346241229112e+02	  1.412670635627e+03	  5.387270682297e+00	  3.672097734865e+00	  2.097277552816e+00	  8.514517490025e-01	  1.562764744185e-01	
                  11	              transp	             2.49373	             135.047	                   7	  1.350473344605e+02	  1.382894881172e+03	  5.503681681552e+00	  3.754742586658e+00	  2.147715287597e+00	  8.746015132445e-01	  1.618595784117e-01	
                  11	              transp	             2.49373	             135.471	                   8	  1.354705460098e+02	  1.353491495633e+03	  5.618636870924e+00	  3.836613628443e+00	  2.197934691098e+00	  8.978558362786e-01	  1.675611575701e-01	
                  11	              transp	             2.49373	             135.894	                   9	  1.358937575591e+02	  1.324474830765e+03	  5.732080140930e+00	  3.917673966819e+00	  2.247915851584e+00	  9.212073128029e-01	  1.733800438645e-01	
                  11	              transp	             2.49373	             136.317	                  10	  1.363169691084e+02	  1.295857914374e+03	  5.843960558189e+00	  3.997889724685e+00	  2.297640094128e+00	  9.446487373414e-01	  1.793152105931e-01	
                  11	              transp	             2.49373	              136.74	                  11	  1.367401806577e+02	  1.267652493866e+03	  5.954232195155e+00	  4.077230002762e+00	  2.347090069242e+00	  9.681732844769e-01	  1.853659376250e-01	
                  11	              transp	             2.49373	             137.163	                  12	  1.371633922070e+02	  1.239869081424e+03	  6.062853953505e+00	  4.155666842595e+00	  2.396249846014e+00	  9.917746883834e-01	  1.915319630005e-01	
                  11	              transp	             2.49373	             137.587	                  13	  1.375866037563e+02	  1.212517000432e+03	  6.169789382621e+00	  4.233175187029e+00	  2.445105000648e+00	  1.015447409274e+00	  1.978136106933e-01	
                  11	              transp	             2.49373	              138.01	                  14	  1.380098153056e+02	  1.185604432820e+03	  6.275006494513e+00	  4.309732834323e+00	  2.493642691832e+00	  1.039186775573e+00	  2.042118861287e-01	
                  11	              transp	             2.49373	             138.433	                  15	  1.384330268549e+02	  1.159138467001e+03	  6.378477576390e+00	  4.385320382462e+00	  2.541851715519e+00	  1.062989092565e+00	  2.107285333850e-01	
                  11	              transp	             2.49373	             138.856	                  16	  1.388562384042e+02	  1.133125146133e+03	  6.480179001980e+00	  4.459921160902e+00	  2.589722533260e+00	  1.086851710741e+00	  2.173660506469e-01	
                  11	              transp	             2.49373	             139.279	                  17	  1.392794499535e+02	  1.107569516444e+03	  6.580091042599e+00	  4.533521147855e+00	  2.637247270130e+00	  1.110773049831e+00	  2.241276632067e-01	
                  12	              transp	             2.49373	             139.279	                   0	  1.392794499535e+02	  1.107569516444e+03	  6.580091042599e+00	  4.533521147855e+00	  2.637247270130e+00	  1.110773049831e+00	  2.241276632067e-01	
                  12	              transp	             2.49373	             163.279	                   1	  1.632794499535e+02	  1.107569969030e+03	  6.580089273170e+00	  4.102095762407e+00	  2.054712178851e+00	  6.742574042692e-01	  8.245120563622e-02	
                  12	              transp	             2.49373	             187.279	                   2	  1.872794499535e+02	  1.107570421615e+03	  6.580087503749e+00	  3.711726292912e+00	  1.600851837345e+00	  4.092852696424e-01	  3.033182612795e-02	
                  12	              transp	             2.49373	             211.279	                   3	  2.112794499535e+02	  1.107570874199e+03	  6.580085734334e+00	  3.358505717922e+00	  1.247243595238e+00	  2.484428511804e-01	  1.115835322425e-02	
                  12	              transp	             2.49373	             235.279	                   4	  2.352794499535e+02	  1.107571326780e+03	  6.580083964925e+00	  3.038898821517e+00	  9.717430117981e-01	  1.508088731280e-01	  4.104891217278e-03	
                  12	              transp	             2.49373	             259.279	                   5	  2.592794499535e+02	  1.107571779360e+03	  6.580082195524e+00	  2.749706811021e+00	  7.570970775747e-01	  9.154345196914e-02	  1.510091280229e-03	
