                 sim	               state	              dist_x	                time	                step	                 Day	        IC_Cl_(mg/l)	             NO3_0.0	             NO3_0.1	            NO3_0.25	             NO3_0.5	             NO3_1.0	
                   1	              transp	             2.49373	                   0	                   0	  0.000000000000e+00	  1.809287000000e+03	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	
                   1	              transp	             2.49373	            0.224045	                   1	  2.240448826000e-01	  1.809287000000e+03	  1.019919393467e-01	  1.018967708337e-01	  1.017545640578e-01	  1.015177334276e-01	  1.010441842321e-01	
                   1	              transp	             2.49373	             0.44809	                   2	  4.480897652000e-01	  1.809287000000e+03	  1.019919393467e-01	  1.018016911168e-01	  1.015177412006e-01	  1.010457321685e-01	  1.001052355515e-01	
                   1	              transp	             2.49373	            0.672135	                   3	  6.721346478000e-01	  1.809287000000e+03	  1.019919393467e-01	  1.017067001187e-01	  1.012814695232e-01	  1.005759254539e-01	  9.917501201051e-02	
                   1	              transp	             2.49373	             0.89618	                   4	  8.961795304000e-01	  1.809287000000e+03	  1.019919393467e-01	  1.016117977565e-01	  1.010457477429e-01	  1.001083030804e-01	  9.825343253130e-02	
                   1	              transp	             2.49373	             1.12022	                   5	  1.120224413000e+00	  1.809287000000e+03	  1.019919393467e-01	  1.015169839475e-01	  1.008105745799e-01	  9.964285489216e-02	  9.734041678926e-02	
                   1	              transp	             2.49373	             1.34427	                   6	  1.344269295600e+00	  1.809287000000e+03	  1.019919393467e-01	  1.014222586092e-01	  1.005759487571e-01	  9.917957078027e-02	  9.643588520623e-02	
                   1	              transp	             2.49373	             1.56831	                   7	  1.568314178200e+00	  1.809287000000e+03	  1.019919393467e-01	  1.013276216589e-01	  1.003418690009e-01	  9.871844068302e-02	  9.553975894353e-02	
                   1	              transp	             2.49373	             1.79236	                   8	  1.792359060800e+00	  1.809287000000e+03	  1.019919393467e-01	  1.012330730143e-01	  1.001083340403e-01	  9.825945458544e-02	  9.465195989510e-02	
                   1	              transp	             2.49373	              2.0164	                   9	  2.016403943400e+00	  1.809287000000e+03	  1.019919393468e-01	  1.011386125929e-01	  9.987534260733e-02	  9.780260251919e-02	  9.377241068073e-02	
