                 sim	               state	              dist_x	                time	                step	                 Day	        IC_Cl_(mg/l)	             NO3_0.0	             NO3_0.1	            NO3_0.25	             NO3_0.5	             NO3_1.0	
                   1	              transp	             2.49373	                   0	                   0	  0.000000000000e+00	  1.114006006416e+03	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	
                   1	              transp	             2.49373	           0.0943782	                   1	  9.437821596000e-02	  1.114006006416e+03	  1.019919393467e-01	  1.019518387149e-01	  1.018918760750e-01	  1.017919032095e-01	  1.015915857980e-01	
                   1	              transp	             2.49373	            0.188756	                   2	  1.887564319200e-01	  1.114006006416e+03	  1.019919393467e-01	  1.019117538168e-01	  1.017919107701e-01	  1.015922585862e-01	  1.011928005142e-01	
                   1	              transp	             2.49373	            0.283135	                   3	  2.831346478800e-01	  1.114006006416e+03	  1.019919393467e-01	  1.018716846790e-01	  1.016920435403e-01	  1.013930055262e-01	  1.007955806130e-01	
                   1	              transp	             2.49373	            0.377513	                   4	  3.775128638400e-01	  1.114006006416e+03	  1.019919393467e-01	  1.018316312954e-01	  1.015922742895e-01	  1.011941432615e-01	  1.003999199496e-01	
                   1	              transp	             2.49373	            0.471891	                   5	  4.718910798000e-01	  1.114006006416e+03	  1.019919393467e-01	  1.017915936598e-01	  1.014926029215e-01	  1.009956710257e-01	  1.000058124036e-01	
                   1	              transp	             2.49373	            0.566269	                   6	  5.662692957600e-01	  1.114006006416e+03	  1.019919393467e-01	  1.017515717660e-01	  1.013930293403e-01	  1.007975880538e-01	  9.961325187837e-02	
                   1	              transp	             2.49373	            0.660648	                   7	  6.606475117200e-01	  1.114006006416e+03	  1.019919393467e-01	  1.017115656078e-01	  1.012935534499e-01	  1.005998935824e-01	  9.922223230119e-02	
                   1	              transp	             2.49373	            0.755026	                   8	  7.550257276800e-01	  1.114006006416e+03	  1.019919393467e-01	  1.016715751790e-01	  1.011941751545e-01	  1.004025868495e-01	  9.883274762331e-02	
                   1	              transp	             2.49373	            0.849404	                   9	  8.494039436400e-01	  1.114006006416e+03	  1.019919393467e-01	  1.016316004735e-01	  1.010948943584e-01	  1.002056670945e-01	  9.844479181965e-02	
                   1	              transp	             2.49373	            0.943782	                  10	  9.437821596000e-01	  1.114006006416e+03	  1.019919393467e-01	  1.015916414850e-01	  1.009957109658e-01	  1.000091335586e-01	  9.805835888883e-02	
                   1	              transp	             2.49373	             1.03816	                  11	  1.038160375560e+00	  1.114006006416e+03	  1.019919393467e-01	  1.015516982073e-01	  1.008966248813e-01	  9.981298548429e-02	  9.767344285298e-02	
                   1	              transp	             2.49373	             1.13254	                  12	  1.132538591520e+00	  1.114006006416e+03	  1.019919393467e-01	  1.015117706344e-01	  1.007976360094e-01	  9.961722211547e-02	  9.729003775771e-02	
                   1	              transp	             2.49373	             1.22692	                  13	  1.226916807480e+00	  1.114006006416e+03	  1.019919393467e-01	  1.014718587599e-01	  1.006987442546e-01	  9.942184269766e-02	  9.690813767203e-02	
                   1	              transp	             2.49373	              1.3213	                  14	  1.321295023440e+00	  1.114006006416e+03	  1.019919393467e-01	  1.014319625778e-01	  1.005999495218e-01	  9.922684647782e-02	  9.652773668820e-02	
                   1	              transp	             2.49373	             1.41567	                  15	  1.415673239400e+00	  1.114006006416e+03	  1.019919393467e-01	  1.013920820819e-01	  1.005012517157e-01	  9.903223270437e-02	  9.614882892167e-02	
                   1	              transp	             2.49373	             1.51005	                  16	  1.510051455360e+00	  1.114006006416e+03	  1.019919393467e-01	  1.013522172660e-01	  1.004026507412e-01	  9.883800062723e-02	  9.577140851101e-02	
                   1	              transp	             2.49373	             1.60443	                  17	  1.604429671320e+00	  1.114006006416e+03	  1.019919393467e-01	  1.013123681240e-01	  1.003041465033e-01	  9.864414949777e-02	  9.539546961779e-02	
                   1	              transp	             2.49373	             1.69881	                  18	  1.698807887280e+00	  1.114006006416e+03	  1.019919393467e-01	  1.012725346496e-01	  1.002057389072e-01	  9.845067856885e-02	  9.502100642648e-02	
                   1	              transp	             2.49373	             1.79319	                  19	  1.793186103240e+00	  1.114006006416e+03	  1.019919393467e-01	  1.012327168367e-01	  1.001074278579e-01	  9.825758709477e-02	  9.464801314441e-02	
                   1	              transp	             2.49373	             1.88756	                  20	  1.887564319200e+00	  1.114006006416e+03	  1.019919393467e-01	  1.011929146792e-01	  1.000092132609e-01	  9.806487433131e-02	  9.427648400163e-02	
                   1	              transp	             2.49373	             1.98194	                  21	  1.981942535160e+00	  1.114006006416e+03	  1.019919393467e-01	  1.011531281709e-01	  9.991109502140e-02	  9.787253953570e-02	  9.390641325083e-02	
                   1	              transp	             2.49373	             2.07632	                  22	  2.076320751120e+00	  1.114006006416e+03	  1.019919393467e-01	  1.011133573057e-01	  9.981307304493e-02	  9.768058196664e-02	  9.353779516728e-02	
                   1	              transp	             2.49373	              2.1707	                  23	  2.170698967080e+00	  1.114006006416e+03	  1.019919393467e-01	  1.010736020774e-01	  9.971514723703e-02	  9.748900088426e-02	  9.317062404871e-02	
                   1	              transp	             2.49373	             2.26508	                  24	  2.265077183040e+00	  1.114006006416e+03	  1.019919393467e-01	  1.010338624798e-01	  9.961731750336e-02	  9.729779555017e-02	  9.280489421524e-02	
                   1	              transp	             2.49373	             2.35946	                  25	  2.359455399000e+00	  1.114006006416e+03	  1.019919393467e-01	  1.009941385068e-01	  9.951958374965e-02	  9.710696522741e-02	  9.244060000929e-02	
                   2	              transp	             2.49373	             2.35946	                   0	  2.359455399000e+00	  1.114006006416e+03	  1.019919393467e-01	  1.009941385068e-01	  9.951958374965e-02	  9.710696522741e-02	  9.244060000929e-02	
                   2	              transp	             2.49373	             35.0261	                   1	  3.502612206567e+01	  1.114006006416e+03	  1.019919393467e-01	  8.814209961616e-02	  7.085397712861e-02	  4.922225151643e-02	  2.369978648497e-02	
                   3	              transp	             2.49373	             35.0261	                   0	  3.502612206567e+01	  1.114006006416e+03	  1.019919393467e-01	  8.814209961616e-02	  7.085397712861e-02	  4.922225151643e-02	  2.369978648497e-02	
                   3	              transp	             2.49373	             35.1205	                   1	  3.512050028163e+01	  1.114006006416e+03	  1.019919393467e-01	  8.810744436002e-02	  7.078446285817e-02	  4.912571183543e-02	  2.360675588597e-02	
                   3	              transp	             2.49373	             35.2149	                   2	  3.521487849759e+01	  1.114006006416e+03	  1.019919393467e-01	  8.807280272946e-02	  7.071501678762e-02	  4.902936149787e-02	  2.351409046716e-02	
                   3	              transp	             2.49373	             35.3093	                   3	  3.530925671355e+01	  1.114006006416e+03	  1.019919393467e-01	  8.803817471912e-02	  7.064563885006e-02	  4.893320013237e-02	  2.342178879505e-02	
                   3	              transp	             2.49373	             35.4036	                   4	  3.540363492951e+01	  1.114006006416e+03	  1.019919393467e-01	  8.800356032364e-02	  7.057632897864e-02	  4.883722736832e-02	  2.332984944182e-02	
                   3	              transp	             2.49373	              35.498	                   5	  3.549801314547e+01	  1.114006006416e+03	  1.019919393467e-01	  8.796895953767e-02	  7.050708710659e-02	  4.874144283581e-02	  2.323827098521e-02	
                   3	              transp	             2.49373	             35.5924	                   6	  3.559239136143e+01	  1.114006006416e+03	  1.019919393468e-01	  8.793437235587e-02	  7.043791316719e-02	  4.864584616566e-02	  2.314705200859e-02	
                   3	              transp	             2.49373	             35.6868	                   7	  3.568676957739e+01	  1.114006006416e+03	  1.019919393469e-01	  8.789979877299e-02	  7.036880709386e-02	  4.855043698947e-02	  2.305619110087e-02	
                   3	              transp	             2.49373	             35.7811	                   8	  3.578114779335e+01	  1.114006006416e+03	  1.019919393476e-01	  8.786523878407e-02	  7.029976882036e-02	  4.845521493973e-02	  2.296568685661e-02	
                   3	              transp	             2.49373	             35.8755	                   9	  3.587552600931e+01	  1.114006006416e+03	  1.019919393511e-01	  8.783069238567e-02	  7.023079828168e-02	  4.836017965047e-02	  2.287553787627e-02	
                   3	              transp	             2.49373	             35.9699	                  10	  3.596990422527e+01	  1.114006006414e+03	  1.019919393666e-01	  8.779615958038e-02	  7.016189541770e-02	  4.826533075976e-02	  2.278574276735e-02	
                   3	              transp	             2.49373	             36.0643	                  11	  3.606428244123e+01	  1.114006006408e+03	  1.019919394292e-01	  8.776164039300e-02	  7.009306018610e-02	  4.817066791854e-02	  2.269630014856e-02	
                   3	              transp	             2.49373	             36.1587	                  12	  3.615866065719e+01	  1.114006006386e+03	  1.019919396608e-01	  8.772713492306e-02	  7.002429260423e-02	  4.807619081938e-02	  2.260720866324e-02	
                   3	              transp	             2.49373	              36.253	                  13	  3.625303887315e+01	  1.114006006311e+03	  1.019919404528e-01	  8.769264350171e-02	  6.995559287411e-02	  4.798189928198e-02	  2.251846701935e-02	
                   3	              transp	             2.49373	             36.3474	                  14	  3.634741708911e+01	  1.114006006072e+03	  1.019919429702e-01	  8.765816712442e-02	  6.988696172704e-02	  4.788779348887e-02	  2.243007409935e-02	
                   3	              transp	             2.49373	             36.4418	                  15	  3.644179530507e+01	  1.114006005362e+03	  1.019919504443e-01	  8.762370856077e-02	  6.981840130654e-02	  4.779387458836e-02	  2.234202924073e-02	
                   3	              transp	             2.49373	             36.5362	                  16	  3.653617352103e+01	  1.114006003384e+03	  1.019919712697e-01	  8.758927501141e-02	  6.974991728095e-02	  4.770014613557e-02	  2.225433290478e-02	
                   3	              transp	             2.49373	             36.6306	                  17	  3.663055173699e+01	  1.114005998190e+03	  1.019920259643e-01	  8.755488407555e-02	  6.968152358443e-02	  4.760661732204e-02	  2.216698817158e-02	
                   3	              transp	             2.49373	             36.7249	                  18	  3.672492995295e+01	  1.114005985279e+03	  1.019921618968e-01	  8.752057637280e-02	  6.961325243689e-02	  4.751330979265e-02	  2.208000388735e-02	
                   3	              transp	             2.49373	             36.8193	                  19	  3.681930816891e+01	  1.114005954806e+03	  1.019924827480e-01	  8.748644077831e-02	  6.954517436122e-02	  4.742027124588e-02	  2.199340092696e-02	
                   3	              transp	             2.49373	             36.9137	                  20	  3.691368638487e+01	  1.114005886267e+03	  1.019932044070e-01	  8.745266227418e-02	  6.947743610937e-02	  4.732760116687e-02	  2.190722401083e-02	
                   3	              transp	             2.49373	             37.0081	                  21	  3.700806460083e+01	  1.114005738918e+03	  1.019947558591e-01	  8.741960827005e-02	  6.941032902123e-02	  4.723549714463e-02	  2.182156291471e-02	
                   3	              transp	             2.49373	             37.1024	                  22	  3.710244281679e+01	  1.114005435285e+03	  1.019979529119e-01	  8.738797715895e-02	  6.934440656798e-02	  4.714433440051e-02	  2.173658878298e-02	
                   3	              transp	             2.49373	             37.1968	                  23	  3.719682103275e+01	  1.114004834000e+03	  1.020042843119e-01	  8.735904283550e-02	  6.928067765374e-02	  4.705479638116e-02	  2.165261358132e-02	
                   3	              transp	             2.49373	             37.2912	                  24	  3.729119924871e+01	  1.114003686942e+03	  1.020163626253e-01	  8.733503978688e-02	  6.922091076544e-02	  4.696807992321e-02	  2.157018320912e-02	
                   3	              transp	             2.49373	             37.3856	                  25	  3.738557746467e+01	  1.114001574297e+03	  1.020386084077e-01	  8.731974706545e-02	  6.916809476839e-02	  4.688620559532e-02	  2.149021790028e-02	
                   3	              transp	             2.49373	               37.48	                  26	  3.747995568063e+01	  1.113997809878e+03	  1.020782470757e-01	  8.731933860385e-02	  6.912710919905e-02	  4.681246838595e-02	  2.141421543568e-02	
                   3	              transp	             2.49373	             37.5743	                  27	  3.757433389659e+01	  1.113991308172e+03	  1.021467089121e-01	  8.734357657133e-02	  6.910566399851e-02	  4.675206846170e-02	  2.134453455469e-02	
