                 sim	               state	              dist_x	                time	                step	                 Day	        IC_Cl_(mg/l)	             NO3_0.0	             NO3_0.1	            NO3_0.25	             NO3_0.5	             NO3_1.0	
                   1	              transp	             2.49373	                   0	                   0	  0.000000000000e+00	  4.559010001273e+02	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	  1.019919393467e-01	
                   1	              transp	             2.49373	            0.304045	                   1	  3.040448826000e-01	  4.559010001273e+02	  1.019919393467e-01	  1.018628106349e-01	  1.016699394864e-01	  1.013489484559e-01	  1.007079286068e-01	
                   1	              transp	             2.49373	             0.60809	                   2	  6.080897652000e-01	  4.559010001273e+02	  1.019919393467e-01	  1.017338454058e-01	  1.013489561973e-01	  1.007100111206e-01	  9.944008242554e-02	
                   1	              transp	             2.49373	            0.912135	                   3	  9.121346478000e-01	  4.559010001273e+02	  1.019919393467e-01	  1.016050434555e-01	  1.010289862881e-01	  1.000751018578e-01	  9.818819758873e-02	
                   1	              transp	             2.49373	             1.21618	                   4	  1.216179530400e+00	  4.559010001273e+02	  1.019919393467e-01	  1.014764045771e-01	  1.007100265595e-01	  9.944419527336e-02	  9.695207315362e-02	
                   1	              transp	             2.49373	             1.52022	                   5	  1.520224413000e+00	  4.559010001273e+02	  1.019919393467e-01	  1.013479285644e-01	  1.003920738221e-01	  9.881726613295e-02	  9.573151070721e-02	
                   1	              transp	             2.49373	             1.82427	                   6	  1.824269295600e+00	  4.559010001272e+02	  1.019919393511e-01	  1.012196152153e-01	  1.000751249011e-01	  9.819428936565e-02	  9.452631433836e-02	
                   1	              transp	             2.49373	             2.12831	                   7	  2.128314178200e+00	  4.559010001196e+02	  1.019919395970e-01	  1.010914645590e-01	  9.975917685931e-02	  9.757524028126e-02	  9.333629081532e-02	
                   1	              transp	             2.49373	             2.43236	                   8	  2.432359060800e+00	  4.559009999614e+02	  1.019919447244e-01	  1.009634809824e-01	  9.944423106018e-02	  9.696009852811e-02	  9.216125331222e-02	
                   2	              transp	             2.49373	             2.43236	                   0	  2.432359060800e+00	  4.559009999614e+02	  1.019919447244e-01	  1.009634809824e-01	  9.944423106018e-02	  9.696009852811e-02	  9.216125331222e-02	
                   2	              transp	             2.49373	              35.099	                   1	  3.509902572747e+01	  4.559009999614e+02	  1.019919447254e-01	  8.811534342500e-02	  7.080032901775e-02	  4.914780670657e-02	  2.362816798561e-02	
                   3	              transp	             2.49373	              35.099	                   0	  3.509902572747e+01	  4.559009999614e+02	  1.019919447254e-01	  8.811534342500e-02	  7.080032901775e-02	  4.914780670657e-02	  2.362816798561e-02	
                   3	              transp	             2.49373	             35.4031	                   1	  3.540307061007e+01	  4.559009982812e+02	  1.019919991823e-01	  8.800383041639e-02	  7.057684221250e-02	  4.883798874986e-02	  2.333071745921e-02	
                   3	              transp	             2.49373	             35.7071	                   2	  3.570711549267e+01	  4.559009872267e+02	  1.019923574787e-01	  8.789272042861e-02	  7.035427057164e-02	  4.853026856655e-02	  2.303708027101e-02	
                   3	              transp	             2.49373	             36.0112	                   3	  3.601116037527e+01	  4.559009360281e+02	  1.019940169073e-01	  8.778287096343e-02	  7.013329631767e-02	  4.822510358137e-02	  2.274742999032e-02	
                   3	              transp	             2.49373	             36.3152	                   4	  3.631520525787e+01	  4.559007540389e+02	  1.019999156073e-01	  8.767680458830e-02	  6.991592557979e-02	  4.792385433299e-02	  2.246235986709e-02	
                   3	              transp	             2.49373	             36.6193	                   5	  3.661925014047e+01	  4.559002265607e+02	  1.020170139362e-01	  8.758048735830e-02	  6.970689386312e-02	  4.762973341573e-02	  2.218331416842e-02	
