                 sim	               state	              dist_x	                time	                step	                 Day	        IC_Cl_(mg/l)	             NO3_0.0	             NO3_0.1	            NO3_0.25	             NO3_0.5	             NO3_1.0	
                   3	              transp	             2.49373	             37.5015	                  12	  3.750153230057e+01	  4.983709140093e+02	  1.019944023153e-01	  8.723975373614e-02	  6.905482948483e-02	  4.675310613148e-02	  2.137761406059e-02	
                   3	              transp	             2.49373	             37.7117	                  13	  3.771174384987e+01	  4.983707926500e+02	  1.019978707227e-01	  8.716634011295e-02	  6.890636998173e-02	  4.655070739237e-02	  2.119189519449e-02	
                   3	              transp	             2.49373	              37.922	                  14	  3.792195539917e+01	  4.983705351714e+02	  1.020052297228e-01	  8.709631275449e-02	  6.876085738854e-02	  4.635095971564e-02	  2.100859745604e-02	
                   3	              transp	             2.49373	             38.1322	                  15	  3.813216694847e+01	  4.983700228416e+02	  1.020198733003e-01	  8.703256121878e-02	  6.862056248693e-02	  4.615537942799e-02	  2.082838576267e-02	
                   3	              transp	             2.49373	             38.3424	                  16	  3.834237849777e+01	  4.983690599104e+02	  1.020473960891e-01	  8.697984322972e-02	  6.848921820208e-02	  4.596645427600e-02	  2.065235272096e-02	
                   3	              transp	             2.49373	             38.5526	                  17	  3.855259004707e+01	  4.983673398625e+02	  1.020965590133e-01	  8.694560054680e-02	  6.837265362209e-02	  4.578805965365e-02	  2.048219749136e-02	
                   3	              transp	             2.49373	             38.7628	                  18	  3.876280159637e+01	  4.983644043337e+02	  1.021804631717e-01	  8.694094861708e-02	  6.827956058153e-02	  4.562595921102e-02	  2.032043885134e-02	
                   3	              transp	             2.49373	              38.973	                  19	  3.897301314567e+01	  4.983595956052e+02	  1.023179077090e-01	  8.698181881046e-02	  6.822237561067e-02	  4.548837797208e-02	  2.017065739156e-02	
                   3	              transp	             2.49373	             39.1832	                  20	  3.918322469497e+01	  4.983520043311e+02	  1.025348838918e-01	  8.709021259043e-02	  6.821824554650e-02	  4.538662747680e-02	  2.003775947376e-02	
                   3	              transp	             2.49373	             39.3934	                  21	  3.939343624427e+01	  4.983404148011e+02	  1.028661396124e-01	  8.729551261170e-02	  6.829003509009e-02	  4.533575751707e-02	  1.992825577708e-02	
                   3	              transp	             2.49373	             39.6036	                  22	  3.960364779357e+01	  4.983232505040e+02	  1.033567351359e-01	  8.763578560165e-02	  6.846732831656e-02	  4.535520712760e-02	  1.985054949322e-02	
                   3	              transp	             2.49373	             39.8139	                  23	  3.981385934287e+01	  4.982985230245e+02	  1.040635039879e-01	  8.815900742430e-02	  6.878737450656e-02	  4.546942888579e-02	  1.981523308421e-02	
                   3	              transp	             2.49373	             40.0241	                  24	  4.002407089217e+01	  4.982637872593e+02	  1.050563329030e-01	  8.892414205367e-02	  6.929593137787e-02	  4.570846451956e-02	  1.983539683420e-02	
                   3	              transp	             2.49373	             40.2343	                  25	  4.023428244147e+01	  4.982161057456e+02	  1.064191813952e-01	  9.000201270023e-02	  7.004796494206e-02	  4.610845508728e-02	  1.992695575932e-02	
                   3	              transp	             2.49373	             40.4445	                  26	  4.044449399077e+01	  4.981520244498e+02	  1.082507737729e-01	  9.147591390455e-02	  7.110817352314e-02	  4.671207420641e-02	  2.010900247611e-02	
                   3	              transp	             2.49373	             40.6547	                  27	  4.065470554007e+01	  4.980675617911e+02	  1.106649128661e-01	  9.344192664693e-02	  7.255131265315e-02	  4.756887684376e-02	  2.040419159581e-02	
                   3	              transp	             2.49373	             40.8649	                  28	  4.086491708937e+01	  4.979582120111e+02	  1.137903837219e-01	  9.600891302770e-02	  7.446230653642e-02	  4.873555841791e-02	  2.083915609865e-02	
                   3	              transp	             2.49373	             41.0751	                  29	  4.107512863867e+01	  4.978189633033e+02	  1.177704354186e-01	  9.929818162709e-02	  7.693613984946e-02	  5.027611936209e-02	  2.144494867795e-02	
                   3	              transp	             2.49373	             41.2853	                  30	  4.128534018797e+01	  4.976443304408e+02	  1.227618484809e-01	  1.034428283053e-01	  8.007753050153e-02	  5.226192930326e-02	  2.225749248941e-02	
                   3	              transp	             2.49373	             41.4956	                  31	  4.149555173727e+01	  4.974284010273e+02	  1.289336129422e-01	  1.085867692918e-01	  8.400038961447e-02	  5.477168338141e-02	  2.331801757365e-02	
                   3	              transp	             2.49373	             41.7058	                  32	  4.170576328657e+01	  4.971648939705e+02	  1.364652570164e-01	  1.148834935499e-01	  8.882707957624e-02	  5.789124178760e-02	  2.467345281093e-02	
                   3	              transp	             2.49373	              41.916	                  33	  4.191597483587e+01	  4.968472283722e+02	  1.455448780596e-01	  1.224945694126e-01	  9.468748483615e-02	  6.171334304997e-02	  2.637673963949e-02	
                   3	              transp	             2.49373	             42.1262	                  34	  4.212618638517e+01	  4.964686007373e+02	  1.563669357817e-01	  1.315879463585e-01	  1.017179133779e-01	  6.633718240682e-02	  2.848703345961e-02	
                   3	              transp	             2.49373	             42.3364	                  35	  4.233639793447e+01	  4.960220682312e+02	  1.691298725243e-01	  1.423360966235e-01	  1.100598496854e-01	  7.186784894637e-02	  3.106976168734e-02	
                   3	              transp	             2.49373	             42.5466	                  36	  4.254660948377e+01	  4.955006356636e+02	  1.840336270809e-01	  1.549140432929e-01	  1.198585825683e-01	  7.841561895199e-02	  3.419651340959e-02	
                   3	              transp	             2.49373	             42.7568	                  37	  4.275682103307e+01	  4.948973439113e+02	  2.012771073669e-01	  1.694973217823e-01	  1.312617334149e-01	  8.609510774362e-02	  3.794474380861e-02	
                   3	              transp	             2.49373	              42.967	                  38	  4.296703258237e+01	  4.942053576192e+02	  2.210556837163e-01	  1.862599204232e-01	  1.444177122053e-01	  9.502428778729e-02	  4.239728608297e-02	
                   3	              transp	             2.49373	             43.1772	                  39	  4.317724413167e+01	  4.934180502070e+02	  2.435587591894e-01	  2.053722434431e-01	  1.594741298429e-01	  1.053233864437e-01	  4.764167357614e-02	
                   3	              transp	             2.49373	             43.3875	                  40	  4.338745568097e+01	  4.925290844455e+02	  2.689674665271e-01	  2.269991362052e-01	  1.765761959406e-01	  1.171136819587e-01	  5.376928439105e-02	
                   3	              transp	             2.49373	             43.5977	                  41	  4.359766723027e+01	  4.915324871309e+02	  2.974525337730e-01	  2.512980083718e-01	  1.958651310580e-01	  1.305162207517e-01	  6.087432923253e-02	
                   3	              transp	             2.49373	             43.8079	                  42	  4.380787877957e+01	  4.904227166705e+02	  3.291723525238e-01	  2.784170858975e-01	  2.174766214986e-01	  1.456504824394e-01	  6.905271008373e-02	
                   3	              transp	             2.49373	             44.0181	                  43	  4.401809032887e+01	  4.891947226750e+02	  3.642712746418e-01	  3.084938176519e-01	  2.415393431523e-01	  1.626330211633e-01	  7.840078229543e-02	
                   3	              transp	             2.49373	             44.2283	                  44	  4.422830187817e+01	  4.878439969298e+02	  4.028781553787e-01	  3.416534571978e-01	  2.681735785793e-01	  1.815761126103e-01	  8.901405564444e-02	
                   3	              transp	             2.49373	             44.4385	                  45	  4.443851342747e+01	  4.863666153763e+02	  4.451051534457e-01	  3.780078349895e-01	  2.974899486692e-01	  2.025864356823e-01	  1.009858709554e-01	
                   3	              transp	             2.49373	             44.6487	                  46	  4.464872497677e+01	  4.847592709718e+02	  4.910467918099e-01	  4.176543311471e-01	  3.295882769029e-01	  2.257638161918e-01	  1.144060881584e-01	
                   3	              transp	             2.49373	             44.8589	                  47	  4.485893652607e+01	  4.830192975044e+02	  5.407792770048e-01	  4.606750541347e-01	  3.645566006411e-01	  2.512000574344e-01	  1.293598194350e-01	
                   3	              transp	             2.49373	             45.0691	                  48	  4.506914807537e+01	  4.811446846210e+02	  5.943600695893e-01	  5.071362262172e-01	  4.024703400925e-01	  2.789778792177e-01	  1.459262376998e-01	
                   3	              transp	             2.49373	             45.2794	                  49	  4.527935962467e+01	  4.791340844772e+02	  6.518276940933e-01	  5.570877725700e-01	  4.433916318382e-01	  3.091699831408e-01	  1.641774863978e-01	
                   3	              transp	             2.49373	             45.4896	                  50	  4.548957117397e+01	  4.769868105359e+02	  7.132017733381e-01	  6.105631074145e-01	  4.873688301072e-01	  3.418382578387e-01	  1.841777117893e-01	
                   4	              transp	             2.49373	             45.4896	                   0	  4.548957117397e+01	  4.769868105359e+02	  7.132017733381e-01	  6.105631074145e-01	  4.873688301072e-01	  3.418382578387e-01	  1.841777117893e-01	
                   4	              transp	             2.49373	             59.1562	                   1	  5.915623784063e+01	  4.769867396472e+02	  7.132037995012e-01	  5.767677862186e-01	  4.227965336198e-01	  2.572567464999e-01	  1.042148598664e-01	
                   5	              transp	             2.49373	             59.1562	                   0	  5.915623784063e+01	  4.769867396472e+02	  7.132037995012e-01	  5.767677862186e-01	  4.227965336198e-01	  2.572567464999e-01	  1.042148598664e-01	
                   5	              transp	             2.49373	             59.3664	                   1	  5.936644938993e+01	  4.747027569841e+02	  7.784853317077e-01	  6.306277670298e-01	  4.636277563299e-01	  2.837432448794e-01	  1.165526692168e-01	
                   5	              transp	             2.49373	             59.5767	                   2	  5.957666093923e+01	  4.722826713962e+02	  8.476570017904e-01	  6.878328782799e-01	  5.071570090968e-01	  3.121601335554e-01	  1.299373353492e-01	
                   5	              transp	             2.49373	             59.7869	                   3	  5.978687248853e+01	  4.697277042518e+02	  9.206839001998e-01	  7.483683932009e-01	  5.533892105945e-01	  3.425271299303e-01	  1.443891075357e-01	
                   5	              transp	             2.49373	             59.9971	                   4	  5.999708403783e+01	  4.670396681902e+02	  9.975142174976e-01	  8.122048281464e-01	  6.023170038780e-01	  3.748545726512e-01	  1.599223518318e-01	
                   5	              transp	             2.49373	             60.2073	                   5	  6.020729558713e+01	  4.642209369640e+02	  1.078080106316e+00	  8.792984964398e-01	  6.539209982920e-01	  4.091433999500e-01	  1.765454329422e-01	
                   5	              transp	             2.49373	             60.4175	                   6	  6.041750713643e+01	  4.612744117128e+02	  1.162298645344e+00	  9.495921688752e-01	  7.081701208483e-01	  4.453852339713e-01	  1.942606795561e-01	
                   5	              transp	             2.49373	             60.6277	                   7	  6.062771868573e+01	  4.582034843817e+02	  1.250072884909e+00	  1.023015824933e+00	  7.650220658723e-01	  4.835625643276e-01	  2.130644294103e-01	
                   5	              transp	             2.49373	             60.8379	                   8	  6.083793023503e+01	  4.550119989648e+02	  1.341292954723e+00	  1.099487478902e+00	  8.244238308011e-01	  5.236490221573e-01	  2.329471479226e-01	
                   5	              transp	             2.49373	             61.0481	                   9	  6.104814178433e+01	  4.517042112100e+02	  1.435837215625e+00	  1.178914065544e+00	  8.863123257028e-01	  5.656097350352e-01	  2.538936132767e-01	
                   5	              transp	             2.49373	             61.2584	                  10	  6.125835333363e+01	  4.482847473723e+02	  1.533573438493e+00	  1.261192370636e+00	  9.506150440477e-01	  6.094017524973e-01	  2.758831601873e-01	
                   5	              transp	             2.49373	             61.4686	                  11	  6.146856488293e+01	  4.447585625525e+02	  1.634359995034e+00	  1.346209992532e+00	  1.017250782473e+00	  6.549745316441e-01	  2.988899741946e-01	
                   5	              transp	             2.49373	             61.6788	                  12	  6.167877643223e+01	  4.411308991012e+02	  1.738047046681e+00	  1.433846321915e+00	  1.086130397697e+00	  7.022704722554e-01	  3.228834282088e-01	
                   5	              transp	             2.49373	              61.889	                  13	  6.188898798153e+01	  4.374072455160e+02	  1.844477719420e+00	  1.523973527928e+00	  1.157157589321e+00	  7.512254910413e-01	  3.478284530988e-01	
                   5	              transp	             2.49373	             62.0992	                  14	  6.209919953083e+01	  4.335932962036e+02	  1.953489253875e+00	  1.616457540050e+00	  1.230229697974e+00	  8.017696250367e-01	  3.736859343737e-01	
                   5	              transp	             2.49373	             62.3094	                  15	  6.230941108013e+01	  4.296949124265e+02	  2.064914121542e+00	  1.711159016214e+00	  1.305238509077e+00	  8.538276546780e-01	  4.004131274036e-01	
                   5	              transp	             2.49373	             62.5196	                  16	  6.251962262943e+01	  4.257180847040e+02	  2.178581099456e+00	  1.807934288826e+00	  1.382071053387e+00	  9.073197377637e-01	  4.279640841466e-01	
                   5	              transp	             2.49373	             62.7298	                  17	  6.272983417873e+01	  4.216688968886e+02	  2.294316296976e+00	  1.906636281535e+00	  1.460610396428e+00	  9.621620462843e-01	  4.562900850177e-01	
                   5	              transp	             2.49373	               62.94	                  18	  6.294004572803e+01	  4.175534920944e+02	  2.411944129622e+00	  2.007115390693e+00	  1.540736409980e+00	  1.018267399055e+00	  4.853400704193e-01	
                   5	              transp	             2.49373	             63.1503	                  19	  6.315025727733e+01	  4.133780406148e+02	  2.531288236071e+00	  2.109220326649e+00	  1.622326519890e+00	  1.075545884271e+00	  5.150610677116e-01	
                   5	              transp	             2.49373	             63.3605	                  20	  6.336046882663e+01	  4.091487099262e+02	  2.652172335518e+00	  2.212798911145e+00	  1.705256425851e+00	  1.133905467671e+00	  5.453986112043e-01	
                   5	              transp	             2.49373	             63.5707	                  21	  6.357068037593e+01	  4.048716368433e+02	  2.774421023531e+00	  2.317698828322e+00	  1.789400790288e+00	  1.193252583937e+00	  5.762971552003e-01	
                   5	              transp	             2.49373	             63.7809	                  22	  6.378089192523e+01	  4.005529018614e+02	  2.897860505425e+00	  2.423768328069e+00	  1.874633895242e+00	  1.253492711326e+00	  6.077004830972e-01	
                   5	              transp	             2.49373	             63.9911	                  23	  6.399110347453e+01	  3.961985056918e+02	  3.022319266928e+00	  2.530856881662e+00	  1.960830267891e+00	  1.314530931928e+00	  6.395521186277e-01	
                   5	              transp	             2.49373	             64.2013	                  24	  6.420131502383e+01	  3.918143479765e+02	  3.147628682561e+00	  2.638815790693e+00	  2.047865276889e+00	  1.376272482071e+00	  6.717957478369e-01	
                   5	              transp	             2.49373	             64.4115	                  25	  6.441152657313e+01	  3.874062081463e+02	  3.273623562759e+00	  2.747498751127e+00	  2.135615702834e+00	  1.438623298680e+00	  7.043756615824e-01	
                   5	              transp	             2.49373	             64.6217	                  26	  6.462173812243e+01	  3.829797283708e+02	  3.400142641200e+00	  2.856762374760e+00	  2.223960286445e+00	  1.501490567458e+00	  7.372372276109e-01	
                   5	              transp	             2.49373	             64.8319	                  27	  6.483194967173e+01	  3.785403985341e+02	  3.527029004248e+00	  2.966466670412e+00	  2.312780257618e+00	  1.564783277343e+00	  7.703273983500e-01	
                   5	              transp	             2.49373	             65.0422	                  28	  6.504216122103e+01	  3.740935431570e+02	  3.654130464717e+00	  3.076475486791e+00	  2.401959847089e+00	  1.628412782966e+00	  8.035952556591e-01	
                   5	              transp	             2.49373	             65.2524	                  29	  6.525237277033e+01	  3.696443101821e+02	  3.781299882444e+00	  3.186656918301e+00	  2.491386780527e+00	  1.692293372980e+00	  8.369925875214e-01	
                   5	              transp	             2.49373	             65.4626	                  30	  6.546258431963e+01	  3.651976615251e+02	  3.908395434344e+00	  3.296883674156e+00	  2.580952752498e+00	  1.756342837918e+00	  8.704744849273e-01	
                   5	              transp	             2.49373	             65.6728	                  31	  6.567279586893e+01	  3.607583652960e+02	  4.035280836769e+00	  3.407033410229e+00	  2.670553875433e+00	  1.820483027040e+00	  9.039999409704e-01	
                   5	              transp	             2.49373	              65.883	                  32	  6.588300741823e+01	  3.563309895840e+02	  4.161825523097e+00	  3.516989022280e+00	  2.760091096770e+00	  1.884640380264e+00	  9.375324293326e-01	
                   5	              transp	             2.49373	             66.0932	                  33	  6.609321896753e+01	  3.519198977088e+02	  4.287904779511e+00	  3.626638898588e+00	  2.849470576080e+00	  1.948746419040e+00	  9.710404364955e-01	
                   5	              transp	             2.49373	             66.3034	                  34	  6.630343051683e+01	  3.475292448280e+02	  4.413399841970e+00	  3.735877129773e+00	  2.938604013418e+00	  2.012738179216e+00	  1.004497921504e+00	
                   5	              transp	             2.49373	             66.5136	                  35	  6.651364206613e+01	  3.431629757966e+02	  4.538197957333e+00	  3.844603673671e+00	  3.027408920436e+00	  2.076558569679e+00	  1.037884678903e+00	
                   5	              transp	             2.49373	             66.7239	                  36	  6.672385361543e+01	  3.388248241813e+02	  4.662192411579e+00	  3.952724473508e+00	  3.115808826818e+00	  2.140156642611e+00	  1.071186584304e+00	
                   5	              transp	             2.49373	             66.9341	                  37	  6.693406516473e+01	  3.345183123261e+02	  4.785282527977e+00	  4.060151528341e+00	  3.203733416316e+00	  2.203487764368e+00	  1.104395707396e+00	
                   5	              transp	             2.49373	             67.1443	                  38	  6.714427671403e+01	  3.302467523656e+02	  4.907373637997e+00	  4.166802915561e+00	  3.291118588831e+00	  2.266513679941e+00	  1.137510283589e+00	
                   5	              transp	             2.49373	             67.3545	                  39	  6.735448826333e+01	  3.260132481062e+02	  5.028377027639e+00	  4.272602766289e+00	  3.377906447366e+00	  2.329202468250e+00	  1.170534542178e+00	
                   6	              transp	             2.49373	             67.3545	                   0	  6.735448826333e+01	  3.260132481062e+02	  5.028377027639e+00	  4.272602766289e+00	  3.377906447366e+00	  2.329202468250e+00	  1.170534542178e+00	
                   6	              transp	             2.49373	             81.9712	                   1	  8.197115493000e+01	  3.260132473120e+02	  5.028377050339e+00	  4.020153064256e+00	  2.901543725451e+00	  1.718581787441e+00	  6.366251996457e-01	
                   7	              transp	             2.49373	             81.9712	                   0	  8.197115493000e+01	  3.260132473120e+02	  5.028377050339e+00	  4.020153064256e+00	  2.901543725451e+00	  1.718581787441e+00	  6.366251996457e-01	
                   7	              transp	             2.49373	             82.1814	                   1	  8.218136647930e+01	  3.218207001083e+02	  5.148209792159e+00	  4.118834597415e+00	  2.975534872634e+00	  1.764568386887e+00	  6.545425476592e-01	
                   7	              transp	             2.49373	             82.3916	                   2	  8.239157802860e+01	  3.176718023596e+02	  5.266794931129e+00	  4.216588923669e+00	  3.048929103753e+00	  1.810272627669e+00	  6.724244023033e-01	
                   7	              transp	             2.49373	             82.6018	                   3	  8.260178957790e+01	  3.135690514251e+02	  5.384061086905e+00	  4.313361194400e+00	  3.121691989947e+00	  1.855684014017e+00	  6.902815642977e-01	
                   7	              transp	             2.49373	              82.812	                   4	  8.281200112720e+01	  3.095147507116e+02	  5.499942422780e+00	  4.409101767949e+00	  3.193793789854e+00	  1.900795847580e+00	  7.081270263220e-01	
                   7	              transp	             2.49373	             83.0222	                   5	  8.302221267650e+01	  3.055110145867e+02	  5.614378505213e+00	  4.503766007342e+00	  3.265209170831e+00	  1.945604867446e+00	  7.259755882776e-01	
                   7	              transp	             2.49373	             83.2324	                   6	  8.323242422580e+01	  3.015597736802e+02	  5.727314152314e+00	  4.597314054516e+00	  3.335916894806e+00	  1.990110847694e+00	  7.438434384842e-01	
                   7	              transp	             2.49373	             83.4426	                   7	  8.344263577510e+01	  2.976627805089e+02	  5.838699273083e+00	  4.689710586462e+00	  3.405899479195e+00	  2.034316168859e+00	  7.617477202572e-01	
                   7	              transp	             2.49373	             83.6528	                   8	  8.365284732440e+01	  2.938216153665e+02	  5.948488699055e+00	  4.780924558210e+00	  3.475142841331e+00	  2.078225374900e+00	  7.797060959275e-01	
                   7	              transp	             2.49373	             83.8631	                   9	  8.386305887370e+01	  2.900376924248e+02	  6.056642009911e+00	  4.870928937423e+00	  3.543635934566e+00	  2.121844726717e+00	  7.977363194676e-01	
                   7	              transp	             2.49373	             84.0733	                  10	  8.407327042300e+01	  2.863122659983e+02	  6.163123354431e+00	  4.959700435030e+00	  3.611370383606e+00	  2.165181762368e+00	  8.158558276611e-01	
                   7	              transp	             2.49373	             84.2835	                  11	  8.428348197230e+01	  2.826464369243e+02	  6.267901268123e+00	  5.047219235961e+00	  3.678340125956e+00	  2.208244872992e+00	  8.340813582973e-01	
                   7	              transp	             2.49373	             84.4937	                  12	  8.449369352160e+01	  2.790411590205e+02	  6.370948488663e+00	  5.133468733566e+00	  3.744541065443e+00	  2.251042902121e+00	  8.524286022946e-01	
                   7	              transp	             2.49373	             84.7039	                  13	  8.470390507090e+01	  2.754972455803e+02	  6.472241770236e+00	  5.218435270839e+00	  3.809970742857e+00	  2.293584774701e+00	  8.709118950316e-01	
                   7	              transp	             2.49373	             84.9141	                  14	  8.491411662020e+01	  2.720153758733e+02	  6.571761697740e+00	  5.302107891010e+00	  3.874628027810e+00	  2.335879160675e+00	  8.895439505768e-01	
                   7	              transp	             2.49373	             85.1243	                  15	  8.512432816950e+01	  2.685961016209e+02	  6.669492501690e+00	  5.384478099612e+00	  3.938512834900e+00	  2.377934176631e+00	  9.083356410103e-01	
                   7	              transp	             2.49373	             85.3345	                  16	  8.533453971880e+01	  2.652398534203e+02	  6.765421874624e+00	  5.465539639613e+00	  4.001625866425e+00	  2.419757127738e+00	  9.272958216826e-01	
                   7	              transp	             2.49373	             85.5448	                  17	  8.554475126810e+01	  2.619469470919e+02	  6.859540789659e+00	  5.545288280764e+00	  4.063968383027e+00	  2.461354291030e+00	  9.464312021357e-01	
                   7	              transp	             2.49373	              85.755	                  18	  8.575496281740e+01	  2.587175899308e+02	  6.951843321816e+00	  5.623721623960e+00	  4.125542002990e+00	  2.502730740239e+00	  9.657462616442e-01	
                   7	              transp	             2.49373	             85.9652	                  19	  8.596517436670e+01	  2.555518868435e+02	  7.042326472632e+00	  5.700838921103e+00	  4.186348530493e+00	  2.543890211875e+00	  9.852432081073e-01	
                   7	              transp	             2.49373	             86.1754	                  20	  8.617538591600e+01	  2.524498463528e+02	  7.130989998499e+00	  5.776640910860e+00	  4.246389812938e+00	  2.584835012231e+00	  1.004921979542e+00	
                   7	              transp	             2.49373	             86.3856	                  21	  8.638559746530e+01	  2.494113864602e+02	  7.217836243127e+00	  5.851129670707e+00	  4.305667627754e+00	  2.625565965654e+00	  1.024780288802e+00	
                   7	              transp	             2.49373	             86.5958	                  22	  8.659580901460e+01	  2.464363403518e+02	  7.302869974446e+00	  5.924308485868e+00	  4.364183599596e+00	  2.666082405575e+00	  1.044813714260e+00	
                   7	              transp	             2.49373	              86.806	                  23	  8.680602056390e+01	  2.435244619395e+02	  7.386098226227e+00	  5.996181736007e+00	  4.421939149647e+00	  2.706382211214e+00	  1.065015841575e+00	
                   7	              transp	             2.49373	             87.0162	                  24	  8.701623211320e+01	  2.406754312300e+02	  7.467530144624e+00	  6.066754800838e+00	  4.478935479417e+00	  2.746461894215e+00	  1.085378463627e+00	
                   7	              transp	             2.49373	             87.2264	                  25	  8.722644366250e+01	  2.378888595151e+02	  7.547176839824e+00	  6.136033985868e+00	  4.535173591731e+00	  2.786316739956e+00	  1.105891846453e+00	
