,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.
7558,647,2020-10-21 16:10:00,16:10,,,13,
7559,646,2020-10-21 16:20:00,16:20,,,13,
7560,645,2020-10-21 16:30:00,16:30,,,13,
7561,644,2020-10-21 16:40:00,16:40,,,13,
7562,642,2020-10-21 16:50:00,16:50,,,13,
7563,641,2020-10-21 17:00:00,17:00,,,13,
7564,640,2020-10-21 17:10:00,17:10,,,13,
7565,639,2020-10-21 17:20:00,17:20,,,13,
7566,638,2020-10-21 17:30:00,17:30,,,13,
7567,637,2020-10-21 17:40:00,17:40,,,13,
7568,634,2020-10-21 17:50:00,17:50,,,13,
7569,633,2020-10-21 18:00:00,18:00,,,13,
7570,632,2020-10-21 18:10:00,18:10,,,13,
7571,631,2020-10-21 18:20:00,18:20,,,13,
7572,630,2020-10-21 18:30:00,18:30,,,13,
7573,629,2020-10-21 18:40:00,18:40,,,13,
7574,628,2020-10-21 18:50:00,18:50,,,13,
7575,627,2020-10-21 19:00:00,19:00,,,13,
7576,626,2020-10-21 19:10:00,19:10,,,13,
7577,625,2020-10-21 19:20:00,19:20,,,13,
7578,624,2020-10-21 19:30:00,19:30,,,13,
7579,623,2020-10-21 19:40:00,19:40,,,13,
7580,621,2020-10-21 19:50:00,19:50,,,13,
7581,620,2020-10-21 20:00:00,20:00,,,13,
7582,619,2020-10-21 20:10:00,20:10,,,13,
7583,618,2020-10-21 20:20:00,20:20,,,13,
7584,617,2020-10-21 20:30:00,20:30,,,13,
7585,616,2020-10-21 20:40:00,20:40,,,13,
7586,614,2020-10-21 20:50:00,20:50,,,13,
7587,613,2020-10-21 21:00:00,21:00,,,13,
7588,612,2020-10-21 21:10:00,21:10,,,13,
7589,611,2020-10-21 21:20:00,21:20,,,13,
7590,610,2020-10-21 21:30:00,21:30,,,13,
7591,609,2020-10-21 21:40:00,21:40,,,13,
7592,606,2020-10-21 21:50:00,21:50,,,13,
7593,605,2020-10-21 22:00:00,22:00,,,13,
7594,604,2020-10-21 22:10:00,22:10,,,13,
7595,603,2020-10-21 22:20:00,22:20,,,13,
7596,602,2020-10-21 22:30:00,22:30,,,13,
7597,601,2020-10-21 22:40:00,22:40,,,13,
7598,600,2020-10-21 22:50:00,22:50,,,13,
7599,599,2020-10-21 23:00:00,23:00,,,13,
7600,598,2020-10-21 23:20:00,23:20,,,13,
7601,597,2020-10-21 23:30:00,23:30,,,13,
7602,596,2020-10-21 23:40:00,23:40,,,13,
7603,594,2020-10-21 23:50:00,23:50,,,13,
7604,593,2020-10-22 00:00:00,00:00,,,13,
7605,592,2020-10-22 00:10:00,00:10,,,13,
7606,591,2020-10-22 00:20:00,00:20,,,13,
7607,590,2020-10-22 00:30:00,00:30,,,13,
7608,589,2020-10-22 00:40:00,00:40,,,13,
7609,588,2020-10-22 00:50:00,00:50,,,13,
7610,587,2020-10-22 01:00:00,01:00,,,13,
7611,586,2020-10-22 01:10:00,01:10,,,13,
7612,585,2020-10-22 01:20:00,01:20,,,13,
7613,584,2020-10-22 01:30:00,01:30,,,13,
7614,583,2020-10-22 01:40:00,01:40,,,13,
7615,581,2020-10-22 01:50:00,01:50,,,13,
7616,580,2020-10-22 02:00:00,02:00,,,13,
7617,579,2020-10-22 02:10:00,02:10,,,13,
7618,578,2020-10-22 02:20:00,02:20,,,13,
7619,577,2020-10-22 02:30:00,02:30,,,13,
7620,576,2020-10-22 02:40:00,02:40,,,13,
7621,573,2020-10-22 02:50:00,02:50,,,13,
7622,572,2020-10-22 03:00:00,03:00,,,13,
7623,571,2020-10-22 03:10:00,03:10,,,13,
7624,570,2020-10-22 03:20:00,03:20,,,13,
7625,569,2020-10-22 03:30:00,03:30,,,13,
