,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.
19079,646,2021-03-21 16:10:00,16:10,,,1.3,
19080,645,2021-03-21 16:20:00,16:20,,,1.3,
19081,644,2021-03-21 16:30:00,16:30,,,1.3,
19082,643,2021-03-21 16:40:00,16:40,,,1.4,
19083,641,2021-03-21 16:50:00,16:50,,,1.4,
19084,640,2021-03-21 17:00:00,17:00,,,1.4,
19085,639,2021-03-21 17:10:00,17:10,,,1.4,
19086,638,2021-03-21 17:20:00,17:20,,,1.4,
19087,637,2021-03-21 17:30:00,17:30,,,1.4,
19088,636,2021-03-21 17:40:00,17:40,,,1.4,
19089,633,2021-03-21 17:50:00,17:50,,,1.4,
19090,632,2021-03-21 18:00:00,18:00,,,1.4,
19091,631,2021-03-21 18:10:00,18:10,,,1.4,
19092,630,2021-03-21 18:20:00,18:20,,,1.4,
19093,629,2021-03-21 18:30:00,18:30,,,1.4,
19094,628,2021-03-21 18:40:00,18:40,,,1.4,
19095,627,2021-03-21 18:50:00,18:50,,,1.4,
19096,626,2021-03-21 19:00:00,19:00,,,1.4,
19097,625,2021-03-21 19:10:00,19:10,,,1.4,
19098,624,2021-03-21 19:20:00,19:20,,,1.4,
19099,623,2021-03-21 19:30:00,19:30,,,1.4,
19100,622,2021-03-21 19:40:00,19:40,,,1.4,
19101,621,2021-03-21 19:50:00,19:50,,,1.4,
19102,620,2021-03-21 20:00:00,20:00,,,1.4,
19103,619,2021-03-21 20:10:00,20:10,,,1.4,
19104,618,2021-03-21 20:20:00,20:20,,,1.4,
19105,617,2021-03-21 20:30:00,20:30,,,1.4,
19106,616,2021-03-21 20:40:00,20:40,,,1.4,
19107,614,2021-03-21 20:50:00,20:50,,,1.4,
19108,613,2021-03-21 21:00:00,21:00,,,1.4,
19109,612,2021-03-21 21:10:00,21:10,,,1.4,
19110,611,2021-03-21 21:20:00,21:20,,,1.4,
19111,610,2021-03-21 21:30:00,21:30,,,1.4,
19112,609,2021-03-21 21:40:00,21:40,,,1.4,
19113,606,2021-03-21 21:50:00,21:50,,,1.4,
19114,605,2021-03-21 22:00:00,22:00,,,1.4,
19115,604,2021-03-21 22:10:00,22:10,,,1.4,
19116,603,2021-03-21 22:20:00,22:20,,,1.4,
19117,602,2021-03-21 22:30:00,22:30,,,1.4,
19118,601,2021-03-21 22:40:00,22:40,,,1.4,
19119,600,2021-03-21 22:50:00,22:50,,,1.4,
19120,599,2021-03-21 23:00:00,23:00,,,1.4,
19121,598,2021-03-21 23:10:00,23:10,,,1.4,
19122,597,2021-03-21 23:20:00,23:20,,,1.4,
19123,596,2021-03-21 23:30:00,23:30,,,1.4,
19124,595,2021-03-21 23:40:00,23:40,,,1.4,
19125,594,2021-03-21 23:50:00,23:50,,,1.4,
19126,593,2021-03-22 00:00:00,00:00,,,1.4,
19127,592,2021-03-22 00:10:00,00:10,,,1.4,
19128,591,2021-03-22 00:20:00,00:20,,,1.4,
19129,590,2021-03-22 00:30:00,00:30,,,1.4,
19130,589,2021-03-22 00:40:00,00:40,,,1.4,
19131,587,2021-03-22 00:50:00,00:50,,,1.4,
19132,586,2021-03-22 01:00:00,01:00,,,1.4,
19133,585,2021-03-22 01:10:00,01:10,,,1.4,
19134,584,2021-03-22 01:20:00,01:20,,,1.4,
19135,583,2021-03-22 01:30:00,01:30,,,1.4,
19136,582,2021-03-22 01:40:00,01:40,,,1.4,
19137,579,2021-03-22 01:50:00,01:50,,,1.4,
19138,578,2021-03-22 02:00:00,02:00,,,1.4,
19139,577,2021-03-22 02:10:00,02:10,,,1.4,
19140,576,2021-03-22 02:20:00,02:20,,,1.4,
19141,575,2021-03-22 02:30:00,02:30,,,1.4,
19142,574,2021-03-22 02:40:00,02:40,,,1.4,
19143,573,2021-03-22 02:50:00,02:50,,,1.4,
19144,572,2021-03-22 03:00:00,03:00,,,1.4,
19145,571,2021-03-22 03:10:00,03:10,,,1.4,
19146,570,2021-03-22 03:20:00,03:20,,,1.3,
19147,569,2021-03-22 03:30:00,03:30,,,1.3,
19148,568,2021-03-22 03:40:00,03:40,,,1.4,
19149,567,2021-03-22 03:50:00,03:50,,,1.3,
19150,566,2021-03-22 04:00:00,04:00,,,1.3,
19151,565,2021-03-22 04:10:00,04:10,,,1.3,
19152,564,2021-03-22 04:20:00,04:20,,,1.3,
19153,563,2021-03-22 04:30:00,04:30,,,1.3,
19154,562,2021-03-22 04:40:00,04:40,,,1.3,
19155,560,2021-03-22 04:50:00,04:50,,,1.3,
19156,559,2021-03-22 05:00:00,05:00,,,1.3,
19157,558,2021-03-22 05:10:00,05:10,,,1.3,
19158,557,2021-03-22 05:20:00,05:20,,,1.3,
19159,556,2021-03-22 05:30:00,05:30,,,1.3,
