,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.,EC Voorr Sen.,Dr.In-Min,Dr.In-Gem,Dr.In-Max,Dr.Uit-Min,Dr.Uit-Gem,Dr.Uit-Max,D. Pres - Min,D. Pres - Gem,D. Pres - Max
4830,568,2020-10-18 16:10:00,16:10,,,7,,5,0,0,0,0,0,0,,,
4831,567,2020-10-18 16:20:00,16:20,,,7,,5,0,0,0,0,0,0,,,
4832,566,2020-10-18 16:30:00,16:30,,,7,,5,0,0,0,0,0,0,,,
4833,565,2020-10-18 16:40:00,16:40,,,7,,5,0,0,0,0,0,0,,,
4834,564,2020-10-18 16:50:00,16:50,,,7,,5,0,0,0,0,0,0,,,
4835,563,2020-10-18 17:00:00,17:00,,,7,,5,0,0,0,0,0,0,,,
4836,562,2020-10-18 17:10:00,17:10,,,7,,5,0,0,0,0,0,0,,,
4837,561,2020-10-18 17:20:00,17:20,,,7,,5,0,0,0,0,0,0,,,
4838,560,2020-10-18 17:30:00,17:30,,,7,,5,0,0,0,0,0,0,,,
4839,559,2020-10-18 17:40:00,17:40,,,7,,5,0,0,0,0,0,0,,,
4840,558,2020-10-18 17:50:00,17:50,,,7,,5,0,0,0,0,0,0,,,
4841,557,2020-10-18 18:00:00,18:00,,,7,,5,0,0,0,0,0,0,,,
4842,556,2020-10-18 18:10:00,18:10,,,7,,5,0,0,0,0,0,0,,,
4843,555,2020-10-18 18:20:00,18:20,,,7,,5,0,0,0,0,0,0,,,
4844,554,2020-10-18 18:30:00,18:30,,,7,,5,0,0,0,0,0,0,,,
4845,553,2020-10-18 18:40:00,18:40,,,7,,5,0,0,0,0,0,0,,,
4846,552,2020-10-18 18:50:00,18:50,,,7,,5,0,0,0,0,0,0,,,
4847,551,2020-10-18 19:00:00,19:00,,,7,,5,0,0,0,0,0,0,,,
4848,550,2020-10-18 19:10:00,19:10,,,7,,5,0,0,0,0,0,0,,,
4849,549,2020-10-18 19:20:00,19:20,,,7,,5,0,0,0,0,0,0,,,
4850,548,2020-10-18 19:30:00,19:30,,,7,,5,0,0,0,0,0,0,,,
4851,547,2020-10-18 19:40:00,19:40,,,7,,5,0,0,0,0,0,0,,,
4852,546,2020-10-18 19:50:00,19:50,,,7,,5,0,0,0,0,0,0,,,
4853,545,2020-10-18 20:00:00,20:00,,,7,,5,0,0,0,0,0,0,,,
4854,544,2020-10-18 20:10:00,20:10,,,7,,5,0,0,0,0,0,0,,,
4855,543,2020-10-18 20:20:00,20:20,,,7,,5,0,0,0,0,0,0,,,
4856,542,2020-10-18 20:30:00,20:30,,,7,,5,0,0,0,0,0,0,,,
4857,541,2020-10-18 20:40:00,20:40,,,7,,5,0,0,0,0,0,0,,,
4858,540,2020-10-18 20:50:00,20:50,,,7,,5,0,0,0,0,0,0,,,
4859,539,2020-10-18 21:00:00,21:00,,,7,,5,0,0,0,0,0,0,,,
4860,538,2020-10-18 21:10:00,21:10,,,7,,5,0,0,0,0,0,0,,,
4861,537,2020-10-18 21:20:00,21:20,,,7,,5,0,0,0,0,0,0,,,
4862,536,2020-10-18 21:30:00,21:30,,,7,,5,0,0,0,0,0,0,,,
4863,535,2020-10-18 21:40:00,21:40,,,7,,5,0,0,0,0,0,0,,,
4864,534,2020-10-18 21:50:00,21:50,,,7,,5,0,0,0,0,0,0,,,
4865,533,2020-10-18 22:00:00,22:00,,,7,,5,0,0,0,0,0,0,,,
4866,532,2020-10-18 22:10:00,22:10,,,7,,5,0,0,0,0,0,0,,,
4867,531,2020-10-18 22:20:00,22:20,,,7,,5,0,0,0,0,0,0,,,
4868,530,2020-10-18 22:30:00,22:30,,,7,,5,0,0,0,0,0,0,,,
4869,529,2020-10-18 22:40:00,22:40,,,7,,5,0,0,0,0,0,0,,,
4870,528,2020-10-18 22:50:00,22:50,,,7,,5,0,0,0,0,0,0,,,
4871,527,2020-10-18 23:00:00,23:00,,,7,,5,0,0,0,0,0,0,,,
4872,526,2020-10-18 23:10:00,23:10,,,7,,5,0,0,0,0,0,0,,,
4873,525,2020-10-18 23:20:00,23:20,,,7,,5,0,0,0,0,0,0,,,
4874,524,2020-10-18 23:30:00,23:30,,,7,,5,0,0,0,0,0,0,,,
4875,523,2020-10-18 23:40:00,23:40,,,7,,5,0,0,0,0,0,0,,,
4876,522,2020-10-18 23:50:00,23:50,,,7,,5,0,0,0,0,0,0,,,
4877,521,2020-10-19 00:00:00,00:00,,,7,,5,0,0,0,0,0,0,,,
4878,520,2020-10-19 00:10:00,00:10,,,7,,5,0,0,0,0,0,0,,,
4879,519,2020-10-19 00:20:00,00:20,,,7,,5,0,0,0,0,0,0,,,
4880,518,2020-10-19 00:30:00,00:30,,,7,,5,0,0,0,0,0,0,,,
4881,517,2020-10-19 00:40:00,00:40,,,7,,5,0,0,0,0,0,0,,,
4882,516,2020-10-19 00:50:00,00:50,,,7,,5,0,0,0,0,0,0,,,
4883,515,2020-10-19 01:00:00,01:00,,,7,,5,0,0,0,0,0,0,,,
4884,514,2020-10-19 01:10:00,01:10,,,7,,5,0,0,0,0,0,0,,,
4885,513,2020-10-19 01:20:00,01:20,,,7,,5,0,0,0,0,0,0,,,
4886,512,2020-10-19 01:30:00,01:30,,,7,,5,0,0,0,0,0,0,,,
4887,511,2020-10-19 01:40:00,01:40,,,7,,5,0,0,0,0,0,0,,,
4888,510,2020-10-19 01:50:00,01:50,,,7,,5,0,0,0,0,0,0,,,
4889,509,2020-10-19 02:00:00,02:00,,,7,,5,0,0,0,0,0,0,,,
4890,508,2020-10-19 02:10:00,02:10,,,7,,5,0,0,0,0,0,0,,,
4891,507,2020-10-19 02:20:00,02:20,,,7,,5,0,0,0,0,0,0,,,
4892,506,2020-10-19 02:30:00,02:30,,,7,,5,0,0,0,0,0,0,,,
4893,505,2020-10-19 02:40:00,02:40,,,7,,5,0,0,0,0,0,0,,,
4894,504,2020-10-19 02:50:00,02:50,,,7,,5,0,0,0,0,0,0,,,
4895,503,2020-10-19 03:00:00,03:00,,,7,,5,0,0,0,0,0,0,,,
4896,502,2020-10-19 03:10:00,03:10,,,7,,5,0,0,0,0,0,0,,,
4897,501,2020-10-19 03:20:00,03:20,,,7,,5,0,0,0,0,0,0,,,
4898,500,2020-10-19 03:30:00,03:30,,,7,,5,0,0,0,0,0,0,,,
4899,499,2020-10-19 03:40:00,03:40,,,7,,5,0,0,0,0,0,0,,,
4900,498,2020-10-19 03:50:00,03:50,,,7,,5,0,0,0,0,0,0,,,
4901,497,2020-10-19 04:00:00,04:00,,,7,,5,0,0,0,0,0,0,,,
4902,496,2020-10-19 04:10:00,04:10,,,7,,5,0,0,0,0,0,0,,,
4903,495,2020-10-19 04:20:00,04:20,,,7,,5,0,0,0,0,0,0,,,
4904,494,2020-10-19 04:30:00,04:30,,,7,,5,0,0,0,0,0,0,,,
4905,493,2020-10-19 04:40:00,04:40,,,7,,5,0,0,0,0,0,0,,,
4906,492,2020-10-19 04:50:00,04:50,,,7,,5,0,0,0,0,0,0,,,
4907,491,2020-10-19 05:00:00,05:00,,,7,,5,0,0,0,0,0,0,,,
4908,490,2020-10-19 05:10:00,05:10,,,7,,5,0,0,0,0,0,0,,,
4909,489,2020-10-19 05:20:00,05:20,,,7,,5,0,0,0,0,0,0,,,
4910,488,2020-10-19 05:30:00,05:30,,,7,,5,0,0,0,0,0,0,,,
4911,487,2020-10-19 05:40:00,05:40,,,7,,5,0,0,0,0,0,0,,,
4912,486,2020-10-19 05:50:00,05:50,,,7,,5,0,0,0,0,0,0,,,
4913,485,2020-10-19 06:00:00,06:00,,,7,,5,0,0,0,0,0,0,,,
4914,484,2020-10-19 06:10:00,06:10,,,7,,5,0,0,0,0,0,0,,,
4915,483,2020-10-19 06:20:00,06:20,,,7,,5,0,0,0,0,0,0,,,
4916,482,2020-10-19 06:30:00,06:30,,,7,,5,0,0,0,0,0,0,,,
4917,481,2020-10-19 06:40:00,06:40,,,7,,5,0,0,0,0,0,0,,,
4918,480,2020-10-19 06:50:00,06:50,,,7,,5,0,0,0,0,0,0,,,
4919,479,2020-10-19 07:00:00,07:00,,,7,,5,0,0,0,0,0,0,,,
4920,478,2020-10-19 07:10:00,07:10,,,7,,5,0,0,0,0,0,0,,,
4921,477,2020-10-19 07:20:00,07:20,,,7,,5,0,0,0,0,0,0,,,
4922,476,2020-10-19 07:30:00,07:30,,,7,,5,0,0,0,0,0,0,,,
4923,475,2020-10-19 07:40:00,07:40,,,7,,5,0,0,0,0,0,0,,,
4924,474,2020-10-19 07:50:00,07:50,,,7,,5,0,0,0,0,0,0,,,
4925,473,2020-10-19 08:00:00,08:00,,,7,,5,0,0,0,0,0,0,,,
4926,472,2020-10-19 08:10:00,08:10,,,7,,5,0,0,0,0,0,0,,,
4927,471,2020-10-19 08:20:00,08:20,,,7,,5,0,0,0,0,0,0,,,
4928,470,2020-10-19 08:30:00,08:30,,,7,,5,0,0,0,0,0,0,,,
4929,469,2020-10-19 08:40:00,08:40,,,7,,5,0,0,0,0,0,0,,,
4930,468,2020-10-19 08:50:00,08:50,,,7,,5,0,0,0,0,0,0,,,
4931,467,2020-10-19 09:00:00,09:00,,,7,,5,0,0,0,0,0,0,,,
4932,466,2020-10-19 09:10:00,09:10,,,7,,5,0,0,0,0,0,0,,,
4933,465,2020-10-19 09:20:00,09:20,,,7,,5,0,0,0,0,0,0,,,
4934,464,2020-10-19 09:30:00,09:30,,,7,,5,0,0,0,0,0,0,,,
4935,463,2020-10-19 09:40:00,09:40,,,7,,5,0,0,0,0,0,0,,,
4936,462,2020-10-19 09:50:00,09:50,,,7,,5,0,0,0,0,0,0,,,
4937,461,2020-10-19 10:00:00,10:00,,,7,,5,0,0,0,0,0,0,,,
4938,460,2020-10-19 10:10:00,10:10,,,7,,5,0,0,0,0,0,0,,,
4939,459,2020-10-19 10:20:00,10:20,,,7,,5,0,0,0,0,0,0,,,
4940,458,2020-10-19 10:30:00,10:30,,,7,,5,0,0,0,0,0,0,,,
4941,457,2020-10-19 10:40:00,10:40,,,7,,5,0,0,0,0,0,0,,,
4942,456,2020-10-19 10:50:00,10:50,,,7,,5,0,0,0,0,0,0,,,
4943,455,2020-10-19 11:00:00,11:00,,,7,,5,0,0,0,0,0,0,,,
4944,454,2020-10-19 11:10:00,11:10,,,7,,5,0,0,0,0,0,0,,,
4945,453,2020-10-19 11:20:00,11:20,,,7,,5,0,0,0,0,0,0,,,
4946,452,2020-10-19 11:30:00,11:30,,,7,,5,0,0,0,0,0,0,,,
4947,451,2020-10-19 11:40:00,11:40,,,7,,5,0,0,0,0,0,0,,,
4948,450,2020-10-19 11:50:00,11:50,,,7,,5,0,0,0,0,0,0,,,
4949,449,2020-10-19 12:00:00,12:00,,,7,,5,0,0,0,0,0,0,,,
4950,448,2020-10-19 12:10:00,12:10,,,7,,5,0,0,0,0,0,0,,,
