,Unnamed: 0,Datum,Tijd,Kraan,Reden,Water,Tijdsduur,Flow,Kan.1,Kan.1 Tijd,Kan.2,Kan.2 Tijd,Kan.3,Kan.3 Tijd,Kan.4,Kan.4 Tijd,Kan.5,Kan.5 Tijd,Kan.6,Kan.6 Tijd,Kan.7,Kan.7 Tijd,Kan.8,Kan.8 Tijd,EC-Lg,EC-Gm,EC-Hg,pH-Lg,pH-Gm,pH-Hg
218,219,2020-09-28 20:21:00,20:21,1,Dry Cont.,35700,04:31:50,787,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,8,8,,,
219,220,2020-09-29 04:57:00,04:57,1,Dry Cont.,26321,03:21:56,782,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,7,8,,,
220,221,2020-09-29 08:34:00,08:34,1,Dry Cont.,0,00:00:30,0,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,7,8,,,
221,222,2020-09-29 11:10:00,11:10,1,Dry Cont.,6530,00:48:58,8,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
222,223,2020-09-29 12:00:00,12:00,1,Dry Cont.,19130,02:25:44,787,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,8,8,,,
