,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.
11790,647,2021-02-04 16:10:00,16:10,,,1.1,
11791,646,2021-02-04 16:20:00,16:20,,,1.1,
11792,645,2021-02-04 16:30:00,16:30,,,1.1,
11793,644,2021-02-04 16:40:00,16:40,,,1.1,
11794,641,2021-02-04 16:50:00,16:50,,,1.0,
11795,640,2021-02-04 17:10:00,17:10,,,1.0,
11796,639,2021-02-04 17:20:00,17:20,,,1.0,
11797,638,2021-02-04 17:30:00,17:30,,,1.0,
11798,637,2021-02-04 17:40:00,17:40,,,1.0,
11799,636,2021-02-04 17:50:00,17:50,,,1.0,
11800,635,2021-02-04 18:00:00,18:00,,,1.0,
11801,634,2021-02-04 18:10:00,18:10,,,1.0,
11802,633,2021-02-04 18:20:00,18:20,,,1.0,
11803,632,2021-02-04 18:30:00,18:30,,,1.0,
11804,631,2021-02-04 18:40:00,18:40,,,1.0,
11805,629,2021-02-04 18:50:00,18:50,,,1.0,
11806,628,2021-02-04 19:00:00,19:00,,,1.0,
11807,627,2021-02-04 19:10:00,19:10,,,1.0,
11808,626,2021-02-04 19:20:00,19:20,,,1.0,
11809,625,2021-02-04 19:30:00,19:30,,,1.0,
11810,624,2021-02-04 19:40:00,19:40,,,1.0,
11811,621,2021-02-04 19:50:00,19:50,,,1.0,
11812,620,2021-02-04 20:00:00,20:00,,,1.0,
11813,619,2021-02-04 20:10:00,20:10,,,1.0,
11814,618,2021-02-04 20:20:00,20:20,,,1.0,
11815,617,2021-02-04 20:30:00,20:30,,,1.0,
11816,616,2021-02-04 20:40:00,20:40,,,1.0,
11817,615,2021-02-04 20:50:00,20:50,,,1.0,
11818,614,2021-02-04 21:00:00,21:00,,,1.0,
11819,613,2021-02-04 21:10:00,21:10,,,1.0,
11820,612,2021-02-04 21:20:00,21:20,,,1.0,
11821,611,2021-02-04 21:30:00,21:30,,,1.0,
11822,610,2021-02-04 21:40:00,21:40,,,1.0,
11823,609,2021-02-04 21:50:00,21:50,,,1.0,
11824,608,2021-02-04 22:00:00,22:00,,,1.0,
11825,607,2021-02-04 22:10:00,22:10,,,1.0,
11826,606,2021-02-04 22:20:00,22:20,,,1.0,
11827,605,2021-02-04 22:30:00,22:30,,,1.0,
