,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.,EC Voorr Sen.,Dr.In-Min,Dr.In-Gem,Dr.In-Max,Dr.Uit-Min,Dr.Uit-Gem,Dr.Uit-Max,D. Pres - Min,D. Pres - Gem,D. Pres - Max
8818,95,2019-12-09 00:10:00,00:10,,,7,,5,11,20,36,11,20,36,,,
8819,94,2019-12-09 00:20:00,00:20,,,7,,5,36,36,36,36,36,36,,,
8820,93,2019-12-09 00:30:00,00:30,,,7,,5,36,36,37,36,36,37,,,
8821,92,2019-12-09 00:40:00,00:40,,,7,,5,36,36,37,36,36,36,,,
8822,91,2019-12-09 00:50:00,00:50,,,7,,5,36,36,37,36,36,37,,,
8823,90,2019-12-09 01:00:00,01:00,,,7,,5,36,36,37,36,36,37,,,
8824,89,2019-12-09 01:10:00,01:10,,,7,,5,36,36,37,36,36,37,,,
8825,88,2019-12-09 01:20:00,01:20,,,7,,5,36,36,37,36,36,37,,,
8826,87,2019-12-09 01:30:00,01:30,,,7,,5,36,36,37,36,36,37,,,
8827,86,2019-12-09 01:40:00,01:40,,,7,,5,36,36,37,36,36,37,,,
8828,85,2019-12-09 01:50:00,01:50,,,7,,5,36,36,37,36,36,37,,,
8829,84,2019-12-09 02:00:00,02:00,,,7,,5,36,36,37,36,36,37,,,
8830,83,2019-12-09 02:10:00,02:10,,,7,,5,36,36,37,35,36,37,,,
8831,82,2019-12-09 02:20:00,02:20,,,7,,5,36,36,37,36,36,37,,,
8832,81,2019-12-09 02:30:00,02:30,,,7,,5,36,36,37,36,36,37,,,
8833,80,2019-12-09 02:40:00,02:40,,,7,,5,36,36,37,36,36,37,,,
8834,79,2019-12-09 02:50:00,02:50,,,7,,5,36,36,37,36,36,37,,,
8835,78,2019-12-09 03:00:00,03:00,,,7,,5,36,36,37,36,36,37,,,
8836,77,2019-12-09 03:10:00,03:10,,,7,,5,36,36,37,36,36,37,,,
8837,76,2019-12-09 03:20:00,03:20,,,7,,5,36,36,37,36,36,37,,,
8838,75,2019-12-09 03:30:00,03:30,,,7,,5,36,36,37,36,36,37,,,
8839,74,2019-12-09 03:40:00,03:40,,,7,,5,36,36,37,36,36,36,,,
8840,73,2019-12-09 03:50:00,03:50,,,7,,5,36,36,37,36,36,37,,,
8841,72,2019-12-09 04:00:00,04:00,,,7,,5,36,36,37,36,36,37,,,
8842,71,2019-12-09 04:10:00,04:10,,,7,,5,36,36,37,36,36,37,,,
8843,70,2019-12-09 04:20:00,04:20,,,7,,5,36,36,37,36,36,36,,,
8844,69,2019-12-09 04:30:00,04:30,,,7,,5,36,36,37,36,36,37,,,
8845,68,2019-12-09 04:40:00,04:40,,,7,,5,36,36,37,36,36,37,,,
8846,67,2019-12-09 04:50:00,04:50,,,7,,5,12,29,37,12,28,36,,,
8847,66,2019-12-09 05:00:00,05:00,,,7,,5,12,13,13,12,12,12,,,
8848,65,2019-12-09 05:10:00,05:10,,,7,,5,12,13,13,12,12,12,,,
8849,64,2019-12-09 05:20:00,05:20,,,7,,5,12,13,13,12,12,12,,,
8850,63,2019-12-09 05:30:00,05:30,,,7,,5,12,17,36,11,15,36,,,
8851,62,2019-12-09 05:40:00,05:40,,,7,,5,36,36,37,35,35,36,,,
8852,61,2019-12-09 05:50:00,05:50,,,7,,5,36,36,37,35,36,36,,,
8853,60,2019-12-09 06:00:00,06:00,,,7,,5,36,36,37,35,36,36,,,
8854,59,2019-12-09 06:10:00,06:10,,,7,,5,36,36,37,35,36,36,,,
8855,58,2019-12-09 06:20:00,06:20,,,7,,5,36,36,37,35,36,36,,,
8856,57,2019-12-09 06:30:00,06:30,,,7,,5,36,36,37,35,36,36,,,
8857,56,2019-12-09 06:40:00,06:40,,,7,,5,36,36,37,35,36,36,,,
8858,55,2019-12-09 06:50:00,06:50,,,7,,5,36,36,37,35,35,36,,,
8859,54,2019-12-09 07:00:00,07:00,,,7,,5,36,36,37,35,35,36,,,
8860,53,2019-12-09 07:10:00,07:10,,,7,,5,36,36,37,35,35,36,,,
8861,52,2019-12-09 07:20:00,07:20,,,7,,5,36,36,37,35,35,36,,,
8862,51,2019-12-09 07:30:00,07:30,,,7,,5,36,36,37,35,35,36,,,
8863,50,2019-12-09 07:40:00,07:40,,,7,,5,36,36,37,35,35,36,,,
8864,49,2019-12-09 07:50:00,07:50,,,7,,5,36,36,37,35,35,36,,,
8865,48,2019-12-09 08:00:00,08:00,,,7,,5,36,36,37,35,35,36,,,
8866,47,2019-12-09 08:10:00,08:10,,,7,,5,36,36,37,35,35,36,,,
8867,46,2019-12-09 08:20:00,08:20,,,7,,5,36,36,37,35,35,36,,,
8868,45,2019-12-09 08:30:00,08:30,,,7,,5,36,36,36,35,35,36,,,
8869,44,2019-12-09 08:40:00,08:40,,,7,,5,31,36,38,31,36,39,,,
8870,43,2019-12-09 08:50:00,08:50,,,7,,5,35,36,36,35,36,36,,,
8871,42,2019-12-09 09:00:00,09:00,,,7,,5,35,36,36,36,36,37,,,
8872,41,2019-12-09 09:10:00,09:10,,,7,,5,35,36,36,36,36,37,,,
8873,40,2019-12-09 09:20:00,09:20,,,7,,5,35,36,36,36,36,37,,,
8874,39,2019-12-09 09:30:00,09:30,,,7,,5,35,36,36,35,36,36,,,
8875,38,2019-12-09 09:40:00,09:40,,,7,,5,35,36,36,36,36,36,,,
8876,37,2019-12-09 09:50:00,09:50,,,7,,5,13,22,36,12,22,36,,,
8877,36,2019-12-09 10:00:00,10:00,,,7,,5,12,13,13,12,13,13,,,
8878,35,2019-12-09 10:10:00,10:10,,,7,,5,12,13,13,12,13,13,,,
8879,34,2019-12-09 10:20:00,10:20,,,7,,5,12,13,13,12,13,13,,,
8880,33,2019-12-09 10:30:00,10:30,,,7,,5,12,19,36,12,19,36,,,
8881,32,2019-12-09 10:40:00,10:40,,,7,,5,35,36,36,35,36,36,,,
8882,31,2019-12-09 10:50:00,10:50,,,7,,5,35,36,36,35,36,36,,,
8883,30,2019-12-09 11:00:00,11:00,,,7,,5,35,36,36,35,36,36,,,
8884,29,2019-12-09 11:10:00,11:10,,,7,,5,36,36,36,35,36,36,,,
8885,28,2019-12-09 11:20:00,11:20,,,7,,5,35,36,36,35,36,36,,,
8886,27,2019-12-09 11:30:00,11:30,,,7,,5,35,36,36,35,36,36,,,
8887,26,2019-12-09 11:40:00,11:40,,,7,,5,35,36,36,35,36,36,,,
8888,25,2019-12-09 11:50:00,11:50,,,7,,5,35,36,36,35,36,36,,,
8889,24,2019-12-09 12:00:00,12:00,,,6,,5,0,32,36,0,32,36,,,
8890,23,2019-12-09 12:10:00,12:10,,,6,,5,0,34,36,0,33,36,,,
8891,22,2019-12-09 12:20:00,12:20,,,7,,5,36,36,37,35,36,36,,,
8892,21,2019-12-09 12:30:00,12:30,,,7,,5,35,36,36,35,36,36,,,
8893,20,2019-12-09 12:40:00,12:40,,,6,,5,35,36,36,35,36,36,,,
8894,19,2019-12-09 12:50:00,12:50,,,6,,5,36,36,36,35,36,36,,,
8895,18,2019-12-09 13:00:00,13:00,,,6,,5,35,36,36,35,36,36,,,
8896,17,2019-12-09 13:10:00,13:10,,,6,,5,13,24,36,12,24,36,,,
8897,16,2019-12-09 13:20:00,13:20,,,7,,5,13,13,13,12,12,13,,,
8898,15,2019-12-09 13:30:00,13:30,,,7,,5,13,13,13,12,12,13,,,
8899,14,2019-12-09 13:40:00,13:40,,,7,,5,13,13,13,12,12,12,,,
