,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.
3025,173,2020-09-24 14:10:00,14:10,,,14,
3026,172,2020-09-24 14:20:00,14:20,,,14,
3027,171,2020-09-24 14:30:00,14:30,,,14,
3028,170,2020-09-24 14:40:00,14:40,,,14,
3029,168,2020-09-24 14:50:00,14:50,,,14,
3030,166,2020-09-24 15:00:00,15:00,,,14,
3031,165,2020-09-24 15:10:00,15:10,,,14,
3032,164,2020-09-24 15:20:00,15:20,,,14,
3033,163,2020-09-24 15:30:00,15:30,,,14,
3034,162,2020-09-24 15:40:00,15:40,,,14,
3035,161,2020-09-24 15:50:00,15:50,,,14,
3036,160,2020-09-24 16:00:00,16:00,,,14,
3037,159,2020-09-24 16:10:00,16:10,,,14,
3038,158,2020-09-24 16:20:00,16:20,,,14,
3039,157,2020-09-24 16:30:00,16:30,,,14,
3040,156,2020-09-24 16:40:00,16:40,,,14,
3041,153,2020-09-24 16:50:00,16:50,,,14,
3042,152,2020-09-24 17:00:00,17:00,,,14,
3043,151,2020-09-24 17:10:00,17:10,,,14,
3044,150,2020-09-24 17:20:00,17:20,,,14,
3045,149,2020-09-24 17:30:00,17:30,,,14,
3046,148,2020-09-24 17:40:00,17:40,,,14,
3047,147,2020-09-24 17:50:00,17:50,,,14,
3048,146,2020-09-24 18:00:00,18:00,,,14,
3049,145,2020-09-24 18:10:00,18:10,,,14,
3050,144,2020-09-24 18:20:00,18:20,,,14,
3051,143,2020-09-24 18:30:00,18:30,,,14,
3052,142,2020-09-24 18:40:00,18:40,,,14,
3053,140,2020-09-24 18:50:00,18:50,,,14,
3054,139,2020-09-24 19:00:00,19:00,,,14,
3055,138,2020-09-24 19:10:00,19:10,,,14,
3056,137,2020-09-24 19:20:00,19:20,,,14,
3057,136,2020-09-24 19:30:00,19:30,,,14,
3058,135,2020-09-24 19:40:00,19:40,,,14,
3059,133,2020-09-24 19:50:00,19:50,,,14,
3060,132,2020-09-24 20:00:00,20:00,,,14,
