,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.,EC Voorr Sen.,Dr.In-Min,Dr.In-Gem,Dr.In-Max,Dr.Uit-Min,Dr.Uit-Gem,Dr.Uit-Max,D. Pres - Min,D. Pres - Gem,D. Pres - Max
8386,95,2019-12-06 00:10:00,00:10,,,3,,2,0,0,0,0,0,0,,,
8387,94,2019-12-06 00:20:00,00:20,,,3,,2,0,0,0,0,0,0,,,
8388,93,2019-12-06 00:30:00,00:30,,,3,,2,0,0,0,0,0,0,,,
8389,92,2019-12-06 00:40:00,00:40,,,3,,2,0,0,0,0,0,0,,,
8390,91,2019-12-06 00:50:00,00:50,,,3,,2,0,0,0,0,0,0,,,
8391,90,2019-12-06 01:00:00,01:00,,,3,,2,0,0,0,0,0,0,,,
8392,89,2019-12-06 01:10:00,01:10,,,3,,2,0,0,0,0,0,0,,,
8393,88,2019-12-06 01:20:00,01:20,,,3,,2,0,0,0,0,0,0,,,
8394,87,2019-12-06 01:30:00,01:30,,,3,,2,0,0,0,0,0,0,,,
8395,86,2019-12-06 01:40:00,01:40,,,3,,2,0,0,0,0,0,0,,,
8396,85,2019-12-06 01:50:00,01:50,,,3,,2,0,0,0,0,0,0,,,
8397,84,2019-12-06 02:00:00,02:00,,,3,,2,0,0,0,0,0,0,,,
8398,83,2019-12-06 02:10:00,02:10,,,3,,2,0,0,0,0,0,0,,,
8399,82,2019-12-06 02:20:00,02:20,,,3,,2,0,0,0,0,0,0,,,
8400,81,2019-12-06 02:30:00,02:30,,,3,,2,0,0,0,0,0,0,,,
8401,80,2019-12-06 02:40:00,02:40,,,3,,2,0,0,0,0,0,0,,,
8402,79,2019-12-06 02:50:00,02:50,,,5,,3,0,15,36,0,14,32,,,
8403,78,2019-12-06 03:00:00,03:00,,,7,,5,35,35,36,31,31,32,,,
8404,77,2019-12-06 03:10:00,03:10,,,7,,5,35,35,35,30,31,32,,,
8405,76,2019-12-06 03:20:00,03:20,,,6,,4,0,23,39,0,23,39,,,
8406,75,2019-12-06 03:30:00,03:30,,,3,,2,0,0,0,0,0,0,,,
8407,74,2019-12-06 03:40:00,03:40,,,3,,2,0,0,0,0,0,0,,,
8408,73,2019-12-06 03:50:00,03:50,,,3,,2,0,0,0,0,0,0,,,
8409,72,2019-12-06 04:00:00,04:00,,,3,,2,0,0,0,0,0,0,,,
8410,71,2019-12-06 04:10:00,04:10,,,3,,2,0,0,0,0,0,0,,,
8411,70,2019-12-06 04:20:00,04:20,,,3,,2,0,0,0,0,0,0,,,
8412,69,2019-12-06 04:30:00,04:30,,,3,,2,0,0,0,0,0,0,,,
8413,68,2019-12-06 04:40:00,04:40,,,3,,2,0,0,0,0,0,0,,,
8414,67,2019-12-06 04:50:00,04:50,,,3,,2,0,0,0,0,0,0,,,
8415,66,2019-12-06 05:00:00,05:00,,,3,,2,0,0,0,0,0,0,,,
8416,65,2019-12-06 05:10:00,05:10,,,3,,2,0,0,0,0,0,0,,,
8417,64,2019-12-06 05:20:00,05:20,,,3,,2,0,0,0,0,0,0,,,
8418,63,2019-12-06 05:30:00,05:30,,,3,,2,0,0,0,0,0,0,,,
8419,62,2019-12-06 05:40:00,05:40,,,3,,2,0,0,0,0,0,0,,,
8420,61,2019-12-06 05:50:00,05:50,,,3,,2,0,0,0,0,0,0,,,
8421,60,2019-12-06 06:00:00,06:00,,,3,,2,0,0,0,0,0,0,,,
8422,59,2019-12-06 06:10:00,06:10,,,3,,2,0,0,0,0,0,0,,,
8423,58,2019-12-06 06:20:00,06:20,,,3,,2,0,0,0,0,0,0,,,
8424,57,2019-12-06 06:30:00,06:30,,,3,,2,0,0,0,0,0,0,,,
8425,56,2019-12-06 06:40:00,06:40,,,3,,2,0,0,0,0,0,0,,,
8426,55,2019-12-06 06:50:00,06:50,,,3,,2,0,0,0,0,0,0,,,
8427,54,2019-12-06 07:00:00,07:00,,,3,,2,0,0,0,0,0,0,,,
8428,53,2019-12-06 07:10:00,07:10,,,3,,2,0,0,0,0,0,0,,,
8429,52,2019-12-06 07:20:00,07:20,,,3,,2,0,0,0,0,0,0,,,
8430,51,2019-12-06 07:30:00,07:30,,,3,,2,0,0,0,0,0,0,,,
8431,50,2019-12-06 07:40:00,07:40,,,3,,1,0,0,0,0,0,0,,,
8432,49,2019-12-06 07:50:00,07:50,,,5,,4,0,23,36,0,23,36,,,
8433,48,2019-12-06 08:00:00,08:00,,,7,,5,35,35,35,34,35,35,,,
8434,47,2019-12-06 08:10:00,08:10,,,7,,5,34,35,35,34,35,35,,,
8435,46,2019-12-06 08:20:00,08:20,,,4,,3,0,17,35,0,17,35,,,
8436,45,2019-12-06 08:30:00,08:30,,,2,,0,0,0,0,0,0,0,,,
8437,44,2019-12-06 08:40:00,08:40,,,2,,0,0,0,0,0,0,0,,,
8438,43,2019-12-06 08:50:00,08:50,,,2,,0,0,0,0,0,0,0,,,
8439,42,2019-12-06 09:00:00,09:00,,,2,,0,0,0,0,0,0,0,,,
8440,41,2019-12-06 09:10:00,09:10,,,1,,0,0,0,0,0,0,0,,,
8441,40,2019-12-06 09:20:00,09:20,,,1,,0,0,0,0,0,0,0,,,
8442,39,2019-12-06 09:30:00,09:30,,,1,,0,0,0,0,0,0,0,,,
8443,38,2019-12-06 09:40:00,09:40,,,1,,0,0,0,0,0,0,0,,,
8444,37,2019-12-06 09:50:00,09:50,,,1,,0,0,0,0,0,0,0,,,
8445,36,2019-12-06 10:00:00,10:00,,,1,,0,0,0,0,0,0,0,,,
8446,35,2019-12-06 10:10:00,10:10,,,1,,0,0,0,0,0,0,0,,,
8447,34,2019-12-06 10:20:00,10:20,,,1,,0,0,0,0,0,0,0,,,
8448,33,2019-12-06 10:30:00,10:30,,,3,,2,0,8,36,0,8,35,,,
8449,32,2019-12-06 10:40:00,10:40,,,7,,5,35,35,35,33,34,35,,,
