,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.
19565,640,2021-03-24 16:10:00,16:10,,,1.4,
19566,639,2021-03-24 16:20:00,16:20,,,1.4,
19567,638,2021-03-24 16:30:00,16:30,,,1.4,
19568,637,2021-03-24 16:40:00,16:40,,,1.4,
19569,635,2021-03-24 16:50:00,16:50,,,1.4,
19570,634,2021-03-24 17:00:00,17:00,,,1.3,
19571,633,2021-03-24 17:10:00,17:10,,,1.3,
19572,632,2021-03-24 17:20:00,17:20,,,1.3,
19573,631,2021-03-24 17:30:00,17:30,,,1.4,
19574,630,2021-03-24 17:40:00,17:40,,,1.4,
19575,627,2021-03-24 17:50:00,17:50,,,1.4,
19576,626,2021-03-24 18:00:00,18:00,,,1.4,
19577,625,2021-03-24 18:10:00,18:10,,,1.4,
19578,624,2021-03-24 18:20:00,18:20,,,1.4,
19579,623,2021-03-24 18:30:00,18:30,,,1.4,
19580,622,2021-03-24 18:40:00,18:40,,,1.4,
19581,621,2021-03-24 18:50:00,18:50,,,1.4,
19582,620,2021-03-24 19:00:00,19:00,,,1.4,
19583,619,2021-03-24 19:10:00,19:10,,,1.4,
19584,618,2021-03-24 19:20:00,19:20,,,1.4,
19585,617,2021-03-24 19:30:00,19:30,,,1.4,
19586,616,2021-03-24 19:40:00,19:40,,,1.4,
19587,615,2021-03-24 19:50:00,19:50,,,1.4,
19588,614,2021-03-24 20:00:00,20:00,,,1.4,
19589,613,2021-03-24 20:10:00,20:10,,,1.4,
19590,612,2021-03-24 20:20:00,20:20,,,1.4,
19591,611,2021-03-24 20:30:00,20:30,,,1.4,
19592,610,2021-03-24 20:40:00,20:40,,,1.4,
19593,608,2021-03-24 20:50:00,20:50,,,1.4,
19594,607,2021-03-24 21:00:00,21:00,,,1.4,
19595,606,2021-03-24 21:10:00,21:10,,,1.4,
19596,605,2021-03-24 21:20:00,21:20,,,1.4,
19597,604,2021-03-24 21:30:00,21:30,,,1.4,
19598,603,2021-03-24 21:40:00,21:40,,,1.4,
19599,600,2021-03-24 21:50:00,21:50,,,1.4,
19600,599,2021-03-24 22:00:00,22:00,,,1.4,
