,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.,EC Voorr Sen.,Dr.In-Min,Dr.In-Gem,Dr.In-Max,Dr.Uit-Min,Dr.Uit-Gem,Dr.Uit-Max,D. Pres - Min,D. Pres - Gem,D. Pres - Max
8962,63,2019-12-10 00:10:00,00:10,,,6,,5,35,36,36,34,35,36,,,
8963,62,2019-12-10 00:20:00,00:20,,,6,,5,35,36,36,35,35,36,,,
8964,61,2019-12-10 00:30:00,00:30,,,6,,5,12,32,36,12,32,36,,,
8965,60,2019-12-10 00:40:00,00:40,,,6,,5,12,12,12,12,12,12,,,
8966,59,2019-12-10 00:50:00,00:50,,,7,,5,12,12,12,11,12,12,,,
8967,58,2019-12-10 01:00:00,01:00,,,7,,5,12,12,12,11,11,12,,,
8968,57,2019-12-10 01:10:00,01:10,,,7,,5,12,12,12,11,11,12,,,
8969,56,2019-12-10 01:20:00,01:20,,,7,,5,12,20,36,11,19,36,,,
8970,55,2019-12-10 01:30:00,01:30,,,7,,5,35,36,36,35,35,36,,,
8971,54,2019-12-10 01:40:00,01:40,,,7,,5,35,36,36,35,35,36,,,
8972,53,2019-12-10 01:50:00,01:50,,,7,,5,35,36,36,35,35,36,,,
8973,52,2019-12-10 02:00:00,02:00,,,7,,5,35,36,36,35,35,36,,,
8974,51,2019-12-10 02:10:00,02:10,,,7,,5,35,36,36,35,35,36,,,
8975,50,2019-12-10 02:20:00,02:20,,,6,,5,35,36,36,35,35,36,,,
8976,49,2019-12-10 02:30:00,02:30,,,6,,5,35,36,36,35,35,36,,,
8977,48,2019-12-10 02:40:00,02:40,,,6,,5,35,36,36,35,35,36,,,
8978,47,2019-12-10 02:50:00,02:50,,,6,,5,35,36,36,35,35,36,,,
8979,46,2019-12-10 03:00:00,03:00,,,6,,5,35,36,36,35,35,36,,,
8980,45,2019-12-10 03:10:00,03:10,,,6,,5,35,36,36,35,35,36,,,
8981,44,2019-12-10 03:20:00,03:20,,,6,,5,35,36,36,35,35,36,,,
