,Unnamed: 0,Datum,Tijd,Kraan,Reden,Water,Tijdsduur,Flow,Kan.1,Kan.1 Tijd,Kan.2,Kan.2 Tijd,Kan.3,Kan.3 Tijd,Kan.4,Kan.4 Tijd,Kan.5,Kan.5 Tijd,Kan.6,Kan.6 Tijd,Kan.7,Kan.7 Tijd,Kan.8,Kan.8 Tijd,EC-Lg,EC-Gm,EC-Hg,pH-Lg,pH-Gm,pH-Hg
15077,15078,2019-12-12 00:03:00,00:03,1,Dry Cont.,259,00:00:42,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15078,15079,2019-12-12 00:10:00,00:10,1,Dry Cont.,257,00:00:42,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15079,15080,2019-12-12 00:20:00,00:20,1,Dry Cont.,262,00:00:42,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15080,15081,2019-12-12 00:53:00,00:53,1,Dry Cont.,325,00:00:54,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15081,15082,2019-12-12 00:55:00,00:55,1,Dry Cont.,272,00:00:44,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15082,15083,2019-12-12 01:01:00,01:01,1,Dry Cont.,290,00:00:48,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15083,15084,2019-12-12 01:05:00,01:05,1,Dry Cont.,272,00:00:44,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15084,15085,2019-12-12 01:16:00,01:16,1,Dry Cont.,288,00:00:48,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15085,15086,2019-12-12 01:21:00,01:21,1,Dry Cont.,263,00:00:44,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,6,7,,,
15086,15087,2019-12-12 01:30:00,01:30,1,Dry Cont.,276,00:00:46,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15087,15088,2019-12-12 01:32:00,01:32,1,Dry Cont.,250,00:00:40,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15088,15089,2019-12-12 01:46:00,01:46,1,Dry Cont.,278,00:00:46,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15089,15090,2019-12-12 01:57:00,01:57,1,Dry Cont.,267,00:00:44,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15090,15091,2019-12-12 02:03:00,02:03,1,Dry Cont.,265,00:00:44,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15091,15092,2019-12-12 02:26:00,02:26,1,Dry Cont.,279,00:00:46,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15092,15093,2019-12-12 02:32:00,02:32,1,Dry Cont.,272,00:00:44,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15093,15094,2019-12-12 02:39:00,02:39,1,Dry Cont.,280,00:00:46,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15094,15095,2019-12-12 02:46:00,02:46,1,Dry Cont.,281,00:00:46,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15095,15096,2019-12-12 02:52:00,02:52,1,Dry Cont.,270,00:00:44,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15096,15097,2019-12-12 03:06:00,03:06,1,Dry Cont.,281,00:00:46,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
15097,15098,2019-12-12 03:12:00,03:12,1,Dry Cont.,261,00:00:42,22,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
