,Unnamed: 0,Datum,Tijd,GemTemp,Gem-RV,EC Sen.,PH Sen.,EC Voorr Sen.,Dr.In-Min,Dr.In-Gem,Dr.In-Max,Dr.Uit-Min,Dr.Uit-Gem,Dr.Uit-Max,D. Pres - Min,D. Pres - Gem,D. Pres - Max
9106,95,2019-12-11 00:10:00,00:10,,,6,,4,0,0,0,0,0,0,,,
9107,94,2019-12-11 00:20:00,00:20,,,6,,5,0,0,0,0,0,0,,,
9108,93,2019-12-11 00:30:00,00:30,,,4,,3,0,0,0,0,0,0,,,
9109,92,2019-12-11 00:40:00,00:40,,,6,,4,0,0,0,0,0,0,,,
9110,91,2019-12-11 00:50:00,00:50,,,6,,4,0,0,0,0,0,0,,,
9111,90,2019-12-11 01:00:00,01:00,,,3,,2,0,0,0,0,0,0,,,
9112,89,2019-12-11 01:10:00,01:10,,,6,,4,0,0,0,0,0,0,,,
9113,88,2019-12-11 01:20:00,01:20,,,6,,5,0,0,0,0,0,0,,,
9114,87,2019-12-11 01:30:00,01:30,,,6,,5,0,0,0,0,0,0,,,
9115,86,2019-12-11 01:40:00,01:40,,,6,,5,0,0,0,0,0,0,,,
9116,85,2019-12-11 01:50:00,01:50,,,5,,4,0,0,0,0,0,0,,,
9117,84,2019-12-11 02:00:00,02:00,,,6,,4,0,0,0,0,0,0,,,
9118,83,2019-12-11 02:10:00,02:10,,,5,,3,0,0,0,0,0,0,,,
9119,82,2019-12-11 02:20:00,02:20,,,6,,4,0,0,0,0,0,0,,,
9120,81,2019-12-11 02:30:00,02:30,,,5,,4,0,0,0,0,0,0,,,
9121,80,2019-12-11 02:40:00,02:40,,,5,,4,0,0,0,0,0,0,,,
9122,79,2019-12-11 02:50:00,02:50,,,5,,4,0,0,0,0,0,0,,,
9123,78,2019-12-11 03:00:00,03:00,,,6,,5,0,0,0,0,0,0,,,
9124,77,2019-12-11 03:10:00,03:10,,,6,,4,0,0,0,0,0,0,,,
9125,76,2019-12-11 03:20:00,03:20,,,6,,4,0,0,0,0,0,0,,,
9126,75,2019-12-11 03:30:00,03:30,,,4,,3,0,0,0,0,0,0,,,
9127,74,2019-12-11 03:40:00,03:40,,,4,,3,0,0,0,0,0,0,,,
9128,73,2019-12-11 03:50:00,03:50,,,6,,5,0,0,0,0,0,0,,,
9129,72,2019-12-11 04:00:00,04:00,,,6,,5,0,0,0,0,0,0,,,
9130,71,2019-12-11 04:10:00,04:10,,,6,,5,0,0,0,0,0,0,,,
9131,70,2019-12-11 04:20:00,04:20,,,6,,5,0,0,0,0,0,0,,,
9132,69,2019-12-11 04:30:00,04:30,,,6,,5,0,0,0,0,0,0,,,
9133,68,2019-12-11 04:40:00,04:40,,,6,,5,0,0,0,0,0,0,,,
9134,67,2019-12-11 04:50:00,04:50,,,6,,5,0,0,0,0,0,0,,,
9135,66,2019-12-11 05:00:00,05:00,,,6,,5,0,0,0,0,0,0,,,
9136,65,2019-12-11 05:10:00,05:10,,,5,,4,0,0,0,0,0,0,,,
9137,64,2019-12-11 05:20:00,05:20,,,4,,3,0,0,0,0,0,0,,,
9138,63,2019-12-11 05:30:00,05:30,,,6,,5,0,0,0,0,0,0,,,
9139,62,2019-12-11 05:40:00,05:40,,,6,,5,0,0,0,0,0,0,,,
9140,61,2019-12-11 05:50:00,05:50,,,6,,4,0,0,0,0,0,0,,,
9141,60,2019-12-11 06:00:00,06:00,,,6,,5,0,0,0,0,0,0,,,
9142,59,2019-12-11 06:10:00,06:10,,,6,,5,0,0,0,0,0,0,,,
9143,58,2019-12-11 06:20:00,06:20,,,5,,4,0,0,0,0,0,0,,,
9144,57,2019-12-11 06:30:00,06:30,,,6,,5,0,0,0,0,0,0,,,
9145,56,2019-12-11 06:40:00,06:40,,,6,,5,0,0,0,0,0,0,,,
9146,55,2019-12-11 06:50:00,06:50,,,4,,3,0,0,0,0,0,0,,,
9147,54,2019-12-11 07:00:00,07:00,,,4,,2,0,0,0,0,0,0,,,
9148,53,2019-12-11 07:10:00,07:10,,,6,,5,0,0,0,0,0,0,,,
9149,52,2019-12-11 07:20:00,07:20,,,6,,4,0,0,0,0,0,0,,,
9150,51,2019-12-11 07:30:00,07:30,,,6,,5,0,0,0,0,0,0,,,
9151,50,2019-12-11 07:40:00,07:40,,,5,,4,0,0,0,0,0,0,,,
9152,49,2019-12-11 07:50:00,07:50,,,5,,4,0,0,0,0,0,0,,,
9153,48,2019-12-11 08:00:00,08:00,,,5,,3,0,0,0,0,0,0,,,
9154,47,2019-12-11 08:10:00,08:10,,,4,,2,0,0,0,0,0,0,,,
9155,46,2019-12-11 08:20:00,08:20,,,5,,4,0,0,0,0,0,0,,,
9156,45,2019-12-11 08:30:00,08:30,,,4,,3,0,0,0,0,0,0,,,
9157,44,2019-12-11 08:40:00,08:40,,,5,,4,0,0,0,0,0,0,,,
9158,43,2019-12-11 08:50:00,08:50,,,6,,5,0,0,0,0,0,0,,,
9159,42,2019-12-11 09:00:00,09:00,,,6,,5,0,0,0,0,0,0,,,
9160,41,2019-12-11 09:10:00,09:10,,,6,,5,0,0,0,0,0,0,,,
9161,40,2019-12-11 09:20:00,09:20,,,6,,5,0,0,0,0,0,0,,,
9162,39,2019-12-11 09:30:00,09:30,,,6,,5,0,0,0,0,0,0,,,
9163,38,2019-12-11 09:40:00,09:40,,,6,,4,0,0,0,0,0,0,,,
9164,37,2019-12-11 09:50:00,09:50,,,4,,3,0,0,0,0,0,0,,,
9165,36,2019-12-11 10:00:00,10:00,,,3,,1,0,0,0,0,0,0,,,
9166,35,2019-12-11 10:10:00,10:10,,,5,,3,0,0,0,0,0,0,,,
9167,34,2019-12-11 10:20:00,10:20,,,4,,3,0,0,0,0,0,0,,,
9168,33,2019-12-11 10:30:00,10:30,,,6,,5,0,0,0,0,0,0,,,
9169,32,2019-12-11 10:40:00,10:40,,,6,,4,0,0,0,0,0,0,,,
9170,31,2019-12-11 10:50:00,10:50,,,5,,4,0,0,0,0,0,0,,,
9171,30,2019-12-11 11:00:00,11:00,,,5,,4,0,0,0,0,0,0,,,
9172,29,2019-12-11 11:10:00,11:10,,,5,,4,0,0,0,0,0,0,,,
9173,28,2019-12-11 11:20:00,11:20,,,6,,5,0,0,0,0,0,0,,,
9174,27,2019-12-11 11:30:00,11:30,,,6,,5,0,0,0,0,0,0,,,
9175,26,2019-12-11 11:40:00,11:40,,,4,,3,0,0,0,0,0,0,,,
9176,25,2019-12-11 11:50:00,11:50,,,6,,5,0,0,0,0,0,0,,,
9177,24,2019-12-11 12:00:00,12:00,,,6,,5,0,0,0,0,0,0,,,
9178,23,2019-12-11 12:10:00,12:10,,,6,,5,0,0,0,0,0,0,,,
9179,22,2019-12-11 12:20:00,12:20,,,5,,4,0,0,0,0,0,0,,,
9180,21,2019-12-11 12:30:00,12:30,,,4,,2,0,0,0,0,0,0,,,
9181,20,2019-12-11 12:40:00,12:40,,,6,,5,0,0,0,0,0,0,,,
9182,19,2019-12-11 12:50:00,12:50,,,5,,4,0,0,0,0,0,0,,,
9183,18,2019-12-11 13:00:00,13:00,,,4,,3,0,0,0,0,0,0,,,
9184,17,2019-12-11 13:10:00,13:10,,,6,,5,0,0,0,0,0,0,,,
9185,16,2019-12-11 13:20:00,13:20,,,6,,4,0,0,0,0,0,0,,,
9186,15,2019-12-11 13:30:00,13:30,,,4,,3,0,0,0,0,0,0,,,
9187,14,2019-12-11 13:40:00,13:40,,,6,,5,0,0,0,0,0,0,,,
9188,13,2019-12-11 13:50:00,13:50,,,6,,5,0,0,0,0,0,0,,,
9189,12,2019-12-11 14:00:00,14:00,,,4,,2,0,0,0,0,0,0,,,
9190,11,2019-12-11 14:10:00,14:10,,,6,,5,0,0,0,0,0,0,,,
9191,10,2019-12-11 14:20:00,14:20,,,6,,5,0,0,0,0,0,0,,,
9192,9,2019-12-11 14:30:00,14:30,,,6,,5,0,0,0,0,0,0,,,
9193,8,2019-12-11 14:40:00,14:40,,,6,,5,0,0,0,0,0,0,,,
9194,7,2019-12-11 14:50:00,14:50,,,6,,4,0,0,0,0,0,0,,,
9195,6,2019-12-11 15:00:00,15:00,,,6,,5,0,0,0,0,0,0,,,
9196,5,2019-12-11 15:10:00,15:10,,,4,,3,0,0,0,0,0,0,,,
9197,4,2019-12-11 15:20:00,15:20,,,6,,5,0,0,0,0,0,0,,,
9198,3,2019-12-11 15:30:00,15:30,,,6,,5,0,0,0,0,0,0,,,
9199,2,2019-12-11 15:40:00,15:40,,,6,,5,0,0,0,0,0,0,,,
9200,1,2019-12-11 15:50:00,15:50,,,6,,4,0,0,0,0,0,0,,,
